"license_issue_date","license_number","animals_name","species","primary_breed","secondary_breed","zip_code","weight_kg"
"May 09 2017","277234","Tigger","Cat","LaPerm",NA,"98125",4.54446004963359
"March 22 2018","142129","Mocha","Cat","Ragdoll",NA,"98125",4.47923528389326
"May 23 2017","S131114","Maxwell Silver Hammerstrom-Guel","Cat","Domestic Shorthair",NA,"98125",5.18897558283067
"September 15 2018","730558","Smudge","Cat","Domestic Longhair",NA,"98125",4.52265133968826
"December 17 2018","8003902","Jasper","Cat","Domestic Medium Hair",NA,"98125",4.55907534944174
"September 08 2018","S112737","Meena","Cat","Domestic Shorthair","Mix","98125",4.50789414974627
"May 30 2018","S144202","Ray","Cat","Domestic Shorthair",NA,"98125",4.45190599026479
"July 18 2017","731383","Bemo","Cat","Domestic Shorthair",NA,"98125",4.26985781294184
"January 06 2018","962598","Thatcher","Cat","Domestic Longhair","Mix","98125",4.14447612058477
"October 25 2017","577911","Atari","Cat","Domestic Medium Hair",NA,"98125",4.4796928042677
"November 13 2017","896211","Hannah","Cat","Domestic Shorthair",NA,"98125",4.47628244274242
"December 07 2017","949254","Stitch","Cat","Domestic Medium Hair",NA,"98125",4.62009943637044
"August 29 2018","8000445","Luigi","Cat","Pixie-Bob",NA,"98125",4.21099823815959
"December 18 2017","S105685","Mocha","Cat","Domestic Longhair","Mix","98125",4.41997798390538
"July 25 2017","S133345","Ally","Cat","Domestic Shorthair",NA,"98125",4.88969103408273
"July 17 2018","S147013","Robuchon","Goat","Miniature",NA,"98125",103.483819412153
"October 05 2018","727923","Tasha","Dog","Shih Tzu",NA,"98126",17.0641405873626
"July 11 2018","S145837","Monster","Dog","Chow Chow",NA,"98126",19.164179003752
"November 30 2018","944960","Rocky IV","Dog","Terrier","Mix","98126",25.6786489671212
"September 01 2017","584070","Maggie","Dog","Terrier, Cairn",NA,"98126",6.65089849590641
"April 30 2018","S143264","Lulabelle","Dog","Poodle, Miniature","Mix","98126",21.4184822250961
"September 03 2017","576860","Skipper","Dog","Border Collie","Retriever, Labrador","98126",24.5591584483078
"April 23 2018","86261","Kuma","Dog","Retriever, Labrador",NA,"98126",20.0834065175146
"July 18 2017","S132770","Bird","Dog","Pointer",NA,"98126",16.1406188799948
"February 02 2018","S140235","Kona","Dog","Olde English Bulldogge","Boxer","98126",27.7441502199466
"November 23 2018","8003134","Arya","Dog","Shepherd","Rhodesian Ridgeback","98126",10.948170808871
"March 27 2018","S113102","Kirk","Dog","Australian Cattle Dog","Cur, Mountain","98126",15.2562029390478
"February 13 2018","S140550","Farmer","Dog","Retriever, Labrador",NA,"98126",18.6358293671469
"March 30 2018","S142134","Oxford","Dog","Bulldog, French",NA,"98126",29.879938422493
"June 26 2018","S145181","Izzie","Dog","Terrier",NA,"98126",23.646411924921
"January 23 2018","S128797","Bella","Dog","Retriever, Labrador","Mix","98126",14.0641190622518
"December 23 2018","960337","Luna","Dog","Poodle, Standard",NA,"98126",20.7467027332287
"June 13 2018","S117162","Penny","Dog","Terrier, American Staffordshire",NA,"98126",9.119977371212
"June 12 2018","S144685","Zooey","Dog","German Shepherd","Rottweiler","98126",24.5551969623542
"August 03 2018","S129868","Buster","Dog","Terrier, Yorkshire",NA,"98126",26.4908836934443
"December 11 2018","S138449","Maxx","Dog","Terrier, American Staffordshire",NA,"98126",21.3791392631219
"August 07 2018","S147792","Blackberry","Dog","Spaniel, American Cocker","Poodle, Miniature","98126",19.2443397429734
"March 27 2018","134273","Spencer","Dog","Pointer, German Wirehaired","Australian Shepherd","98126",17.2032618394827
"July 18 2018","S147123","Sonny Lee","Dog","Siberian Husky","Retriever, Labrador","98126",23.8816251737895
"November 07 2017","S104231","Steve","Dog","Pointer, German Shorthaired","Mix","98126",21.6860051006819
"April 10 2018","S142348","Bob","Dog","Spaniel, Cavalier King Charles","Bichon Frise","98126",17.361850961373
"January 17 2018","29933","Charlie","Dog","Chihuahua, Short Coat",NA,"98126",11.0509779801978
"December 06 2018","725389","Ellie","Dog","Havanese",NA,"98126",8.0204938453251
"January 23 2018","904884","Penny","Dog","Brittany","Terrier, Jack Russell","98126",27.1285313230765
"August 07 2018","441875","Edgar","Dog","Retriever, Golden","Retriever, Labrador","98126",24.3763668875212
"July 11 2017","444830","Hanna","Dog","Chihuahua, Short Coat",NA,"98126",18.8787960679413
"March 20 2018","137333","Finn","Dog","Terrier, Jack Russell",NA,"98126",24.7041829410198
"February 06 2018","S109832","Lucy","Dog","Terrier, Boston","Spaniel, American Cocker","98126",25.5851072573197
"January 09 2017","24007","Rocco","Dog","Terrier, American Pit Bull","Mix","98126",15.0561875618259
"January 31 2017","25600","Lobo","Dog","Havanese",NA,"98126",19.5857327813788
"January 13 2017","S126781","Grommet","Dog","Bulldog, American","Terrier, American Pit Bull","98126",14.899942898478
"June 15 2018","S144834","Iggy Pup","Dog","Border Collie",NA,"98126",22.2640619716663
"December 21 2018","S138044","Bentley","Dog","Poodle, Standard",NA,"98126",5.265257405199
"June 18 2018","S113809","Abby","Dog","Retriever",NA,"98126",16.1781378208509
"June 27 2018","S132307","Rocket","Dog","Border Collie","Australian Shepherd","98126",21.3250996199878
"February 06 2018","27142","Ketchup","Dog","Beagle",NA,"98126",14.9126039979837
"August 21 2018","S119581","Scotty Smalls Sweeny","Dog","Plott Hound",NA,"98126",16.9394609750789
"November 01 2018","283897","Apollo","Dog","Xoloitzcuintli",NA,"98126",25.249058302068
"April 07 2017","215802","Mina","Dog","Alaskan Malamute",NA,"98126",27.6618455693058
"December 27 2016","S124550","Puggles","Dog","Pug","Beagle","98126",11.2288217255599
"July 17 2017","S132664","Reyka","Dog","Retriever, Labrador","Mix","98126",24.2680176906767
"December 08 2018","8003607","Tallulah","Dog","Terrier","Mix","98126",27.9301385216596
"December 07 2018","S141258","Cohen","Dog","Terrier, American Staffordshire","Retriever, Labrador","98126",22.2485721237014
"July 14 2018","731194","Gigi","Dog","Pointer, German Shorthaired",NA,"98126",23.6184826066677
"March 30 2018","137103","Punkin","Dog","Retriever, Labrador",NA,"98126",23.0722945639607
"October 28 2018","726628","Abbie","Dog","Pug","Beagle","98126",27.5430613442712
"April 25 2017","S130272","Pip","Dog","Border Collie","Dalmatian","98126",17.3651000003141
"September 20 2018","S146382","Sadie","Dog","American Eskimo","Mix","98126",28.1475011079832
"September 10 2018","8000807","Charlie","Dog","Terrier, Jack Russell","Mix","98126",30.7862439704258
"June 15 2018","S144835","Isabelle","Dog","Bulldog, American",NA,"98126",16.325959377738
"June 04 2018","274480","Betsy","Dog","Pug","Dachshund, Miniature Smooth Haired","98126",6.33887263696209
"September 16 2018","S120164","Lucy","Cat","Domestic Shorthair",NA,"98126",4.27019821838431
"December 16 2018","8003880","Loka","Cat","Maine Coon","Mix","98126",4.09205418714595
"June 17 2017","28606","Elsie","Cat","Domestic Shorthair",NA,"98126",4.6932932506081
"December 01 2018","S150141","Louie","Cat","Domestic Shorthair","Mix","98126",4.46640350380062
"September 03 2018","715043","Cooper","Cat","Domestic Longhair",NA,"98126",4.04120786919186
"December 27 2018","956951","Witten","Cat","Domestic Medium Hair",NA,"98126",4.55276978665749
"August 04 2017","569968","Rocky","Cat","Domestic Shorthair",NA,"98126",4.49285140945607
"January 17 2017","22589","Penny","Cat","Domestic Shorthair",NA,"98126",5.16691913704882
"July 30 2018","S112919","Ashia","Cat","Domestic Shorthair","Mix","98126",4.63150736300222
"December 30 2018","896716","Ruby","Cat","American Shorthair",NA,"98126",3.78110350522368
"April 03 2018","129101","Lady Chat","Cat","Domestic Shorthair",NA,"98126",4.24162516652602
"August 16 2018","S145957","Reginald","Cat","Domestic Shorthair","Mix","98126",4.54556257434385
"August 11 2017","898454","Stinker","Cat","Domestic Shorthair",NA,"98126",4.22450446686249
"October 14 2016","22082","Mattie (formerly Sergeant)","Cat","Domestic Shorthair",NA,"98126",3.89005917516358
"April 03 2017","133474","Lemieux","Cat","Domestic Shorthair",NA,"98126",4.78584769398773
"July 28 2018","S136776","Bee","Cat","Domestic Shorthair","Mix","98126",4.7413371567301
"November 07 2018","S138026","Blue","Cat","Domestic Medium Hair",NA,"98126",3.8945535712826
"November 14 2017","S104761","Allie Cat","Cat","American Shorthair",NA,"98126",4.81098857051074
"October 03 2018","S146992","Hunter","Cat","Domestic Shorthair","Mix","98126",4.67656914193732
"February 13 2018","S140540","Nomar Garciaparra","Cat","Domestic Medium Hair",NA,"98126",4.35068019672596
"December 01 2017","S106646","Max Cat Eyler","Cat","Domestic Shorthair",NA,"98126",4.67521470185451
"October 31 2018","S104048","Kirito","Cat","Domestic Shorthair",NA,"98126",5.39534383085099
"February 19 2017","S127776","Eli","Cat","Domestic Shorthair","Mix","98126",4.09929991213612
"October 08 2018","823790","Uncle Gus","Cat","Domestic Medium Hair",NA,"98126",4.54388647257751
"December 11 2015","892856","Lexy","Cat","Domestic Shorthair",NA,"98126",4.53795860308321
"December 04 2018","8003503","Schumer","Cat","Domestic Shorthair","Mix","98126",4.38158523727149
"January 19 2018","S139393","Zander","Cat","Domestic Shorthair","Mix","98126",4.53885119378672
"September 03 2018","730467","Moxee","Cat","Domestic Shorthair",NA,"98126",4.30136049348842
"September 16 2018","S134657","Laurel","Cat","Domestic Shorthair","Mix","98126",4.50501461338312
"April 20 2018","S110752",NA,"Cat","Domestic Shorthair","Mix","98126",4.37129894638537
"January 16 2018","S139603","T.K.","Cat","Mix",NA,"98126",4.75459761335415
"December 29 2016","957804","Trilby","Dog","Poodle, Standard",NA,"98127",26.0773687043814
"May 12 2018","S129715","Susie","Dog","Chihuahua, Short Coat",NA,"98133",22.5013482158704
"July 24 2018","722752","Freckles","Dog","Dachshund, Standard Smooth Haired",NA,"98133",13.4213066255893
"February 14 2017","S127805","Hudson","Dog","Retriever, Golden","Poodle, Miniature","98133",13.57751170849
"October 15 2018","728511","Maddie","Dog","Doberman Pinscher","Mix","98133",22.481624091547
"May 01 2018","S115225","Kuja","Dog","Spaniel, Welsh Springer","Pointer, German Shorthaired","98133",26.5823509079959
"April 14 2018","217890","Joy","Dog","Terrier",NA,"98133",14.562103828205
"March 28 2017","S129210","Mico","Dog","Papillon",NA,"98133",21.4987183790043
"August 21 2018","358763","Chicken","Dog","Chihuahua, Short Coat","Terrier","98133",17.0692947664538
"September 17 2018","733258","Charlie","Dog","Australian Shepherd","Spaniel","98133",18.5165564879521
"May 14 2018","S143706","Guinness","Dog","Retriever, Labrador","Mix","98133",20.9243901417594
"October 07 2018","8001598","Bijou","Dog","Bichon Frise",NA,"98133",11.4641184744451
"April 14 2018","209705","Sonny","Dog","Pomeranian",NA,"98133",12.2122575931259
"January 23 2017","30023","Savvy","Dog","Siberian Husky","German Shepherd","98133",17.0740407990126
"August 09 2018","441437","Potato","Dog","Greyhound",NA,"98133",20.7814191638074
"June 01 2017","132789","Baxter","Dog","Rottweiler","Boxer","98133",15.6764301704606
"January 06 2018","S139201","Toby","Dog","McNab Herding Dog","Mix","98133",30.1938477354707
"June 01 2017","S117108","Honey-Bea","Dog","Spaniel, Cavalier King Charles",NA,"98133",16.5327737122453
"November 30 2018","S138081","Chiquita","Dog","Chihuahua, Short Coat","Mix","98133",25.1451290512728
"May 31 2018","S143881","Bella","Dog","Chihuahua, Short Coat","Mix","98133",31.1657543138034
"November 21 2018","S105304","Bandi","Dog","Lhasa Apso",NA,"98133",30.5385581052231
"February 20 2018","S139777","Bubba","Dog","Terrier, Pit Bull","Mix","98133",17.7198395185696
"December 07 2018","961373","Midna","Dog","Australian Cattle Dog",NA,"98133",21.9014943322769
"July 25 2018","S147239","Adam Hooch","Dog","Bulldog, English",NA,"98133",21.5737691764228
"January 09 2018","954872","Riley","Dog","Shih Tzu","Poodle, Miniature","98133",20.6651102214873
"April 27 2017","S130405","Sukoshi","Dog","Australian Shepherd, Miniature",NA,"98133",20.9777662628598
"October 13 2018","441002","Blue","Dog","Catahoula Leopard dog","Mix","98133",15.4149532122532
"December 26 2018","S138162","Sophie","Dog","Spaniel, Cavalier King Charles",NA,"98133",27.6475288078778
"September 11 2018","S128012","Luka","Dog","Shih Tzu","Mix","98133",25.9166334933405
"December 31 2018","S109219","Nala","Dog","Terrier, American Pit Bull",NA,"98133",25.8030787742629
"July 20 2017","359993","Cy Murray","Dog","Boxer","German Shepherd","98133",26.1815015654259
"October 10 2018","S120095","Tad","Dog","Chihuahua, Short Coat","Mix","98133",17.5226749177746
"August 12 2018","8000022","Xander","Dog","Bulldog, French",NA,"98133",12.4710390461719
"February 07 2018","S126021","Jack","Dog","Newfoundland",NA,"98133",24.0097065312154
"October 07 2018","S119537","Lucy","Dog","Retriever, Golden","Poodle, Standard","98133",14.78442643789
"October 01 2018","8001459","Martini","Dog","Whippet",NA,"98133",15.5125183764607
"October 05 2018","S125714","Quark","Dog","Chihuahua, Short Coat",NA,"98133",17.1986706287252
"March 11 2017","137770","Abbie","Dog","Border Collie",NA,"98133",28.1655385286451
"November 20 2018","S106359","Maggie Mae","Dog","Australian Shepherd, Miniature","Poodle, Miniature","98133",19.7713995943194
"December 30 2018","S135822","O*Zone","Cat","Domestic Shorthair",NA,"98133",4.01109103938926
"September 09 2018","715708","Mango","Cat","Domestic Longhair",NA,"98133",3.75770997088129
"December 14 2017","897332","Muffin","Cat","Domestic Shorthair",NA,"98133",4.34301910547417
"June 19 2018","S144722","Sami","Cat","American Shorthair",NA,"98133",4.73464574767034
"March 09 2018","S141565",NA,"Cat","Domestic Shorthair","Mix","98133",4.22139476606516
"May 12 2017","353589","Frodo","Cat","Domestic Shorthair",NA,"98133",4.71397662919589
"July 03 2018","S145412","Fred","Cat","Domestic Longhair",NA,"98133",4.1677804255929
"November 11 2018","896974","Squirt","Cat","Domestic Shorthair",NA,"98133",4.71454523913825
"October 10 2017","817929","Salsa","Cat","Domestic Shorthair",NA,"98133",4.09683726297688
"March 24 2018","444880","Knuckles","Cat","Domestic Shorthair",NA,"98133",4.33706441997256
"February 06 2018","S109218","Tinkerbell","Cat","Domestic Medium Hair","Mix","98133",4.52592179835735
"March 18 2018","S141191","Max","Cat","Domestic Shorthair","Mix","98133",5.02096133728255
"May 16 2017","361150","Charlie","Cat","Domestic Shorthair",NA,"98133",4.57003956814939
"December 19 2018","897456","Sufjan","Cat","Domestic Longhair","Maine Coon","98133",4.3485873769416
"April 23 2018","S129759","June Bug","Cat","Domestic Medium Hair","Mix","98133",4.34474432729017
"April 12 2018","127256","Sushi","Cat","Siamese","Mix","98133",4.78716207565874
"November 07 2018","S146798","Delta","Cat","American Shorthair","Mix","98133",5.04068781317209
"June 26 2018","349052","Enzo","Cat","Domestic Shorthair",NA,"98133",4.28172785853751
"November 21 2018","833417","Sylvester","Cat","Domestic Longhair",NA,"98133",4.35394951080244
"August 07 2018","S147712","Anthony","Cat","Domestic Shorthair",NA,"98133",4.73819870842937
"November 13 2018","S121162","Oreo","Cat","Domestic Shorthair","Mix","98133",4.57927999433028
"September 28 2017","832743","Diamond","Cat","Domestic Shorthair","Mix","98133",4.42052968377964
"August 12 2018","S120107","Posh","Cat","Domestic Longhair",NA,"98133",4.77799903481603
"June 12 2018","S126338","Merseyside","Cat","Domestic Shorthair","Mix","98133",4.24323484576387
"March 21 2018","S128711","Raina","Cat","Maine Coon",NA,"98133",4.3249569380026
"June 25 2018","571386","Socks","Cat","Domestic Longhair",NA,"98133",4.15517105776308
"July 10 2018","S132953","Lilac","Goat","Miniature",NA,"98133",73.9642563105916
"August 24 2018","S119803","Dewey","Dog","Miniature Pinscher",NA,"98134",17.2935232662032
"June 15 2018","359159","Kira","Dog","Retriever, Labrador","Poodle, Miniature","98136",24.0337090763175
"November 20 2018","8003017","Chewy","Dog","Setter, Gordon","Terrier, Airedale","98136",21.9350493842633
"November 16 2017","S104072","Eleanor","Dog","Bulldog, English","Mix","98136",19.153632862556
"April 05 2018","137052","Aamira","Dog","Terrier, American Pit Bull","Mix","98136",23.9637215725988
"August 30 2017","584763","Sooie","Dog","Terrier, Border",NA,"98136",38.6070536801749
"July 05 2017","S133160","Penny","Dog","Welsh Corgi, Cardigan",NA,"98136",17.7178495202334
"May 09 2018","S143661","Tucker","Dog","Retriever, Golden",NA,"98136",19.1563896963447
"January 10 2017","S126160","Pepper","Dog","American Blue Heeler","Basset Hound","98136",18.3541637129377
"April 24 2018","195716","Stormy","Dog","Papillon",NA,"98136",27.0794286217186
"February 13 2018","S110486","Eva Godzilla","Dog","Border Collie","Retriever, Labrador","98136",11.7827184394216
"February 28 2017","81432","Perry","Dog","Griffon, Brussels",NA,"98136",21.6103152779176
"July 11 2018","S143390","Rosie","Dog","Retriever, Labrador","Mix","98136",22.1805652714472
"January 23 2018","S116898","Jeffrey","Dog","Pomeranian",NA,"98136",21.9713526613407
"January 25 2018","S111284","Jack","Dog","Spaniel, American Cocker",NA,"98136",14.9242422444878
"February 07 2018","S114705","Tater","Dog","Retriever, Golden",NA,"98136",13.9892609773623
"July 01 2017","S101091","Winnie","Dog","Plott Hound",NA,"98136",19.881715768163
"December 13 2017","S107848","Angus","Dog","Australian Shepherd","Border Collie","98136",22.0986258501324
"March 14 2017","139540","Coco","Dog","American Eskimo","Chihuahua, Short Coat","98136",13.0408928657238
"May 25 2018","282025","Socks","Dog","Border Collie","Retriever, Labrador","98136",18.5123331213834
"February 20 2018","S125353","Bones","Dog","Mixed Breed, Large (over 44 lbs fully grown)","Mix","98136",18.614069530577
"December 15 2018","S139148","Gryffin","Dog","Retriever","Poodle, Standard","98136",16.86824739744
"December 08 2018","8003610","Bandit","Dog","Foxhound, American","Mix","98136",25.4971994702357
"October 10 2017","834408","Jacques2","Dog","Poodle, Miniature","Spaniel, American Cocker","98136",21.5010341770943
"August 29 2017","444854","Chip","Dog","Chihuahua, Short Coat","Pomeranian","98136",16.444999994845
"December 20 2016","S125111","Saki","Dog","Australian Cattle Dog","Shepherd","98136",30.1551213872317
"August 17 2018","S116942","Lakota","Dog","German Shepherd","Retriever","98136",13.4469464311634
"March 20 2018","S101064","Bailey","Dog","Terrier, Fox, Wire","Mix","98136",19.8258528451316
"August 28 2018","8000424","Ezra","Dog","Retriever","Poodle, Standard","98136",24.2037675739996
"May 11 2018","S131011","Frasier","Dog","Spaniel, Cavalier King Charles","Poodle, Miniature","98136",17.2424102019046
"February 07 2017","79188","Aldwyn","Dog","Terrier, Boston",NA,"98136",16.9224572721724
"June 10 2017","355844","Ruby","Dog","Retriever, Labrador","Poodle, Standard","98136",12.4058193874357
"July 20 2018","438361","Ginger","Dog","Retriever, Labrador","Mix","98136",13.6422796085804
"August 29 2018","8000454","Rena Nofsinger","Dog","Australian Cattle Dog",NA,"98136",25.3045646073991
"September 13 2018","S105179","Kylie","Dog","Australian Cattle Dog",NA,"98136",15.607434302449
"May 10 2017","S130196","Megatron","Dog","Retriever, Golden","Mix","98136",13.9527744928872
"November 28 2016","S141745","Jack","Dog","Terrier, American Pit Bull",NA,"98136",30.8956513416186
"May 04 2017","274562","Bucky","Dog","Spaniel, Cavalier King Charles",NA,"98136",22.035342479115
"August 18 2017","137703","Jay","Dog","Greyhound",NA,"98136",21.3187583311404
"October 23 2017","834616","Boomer","Dog","Retriever, Labrador",NA,"98136",18.4202490175821
"November 11 2018","8002649","Gabbana","Dog","Terrier, Jack Russell",NA,"98136",28.0206412444238
"July 15 2017","436215","Rollie","Dog","Rottweiler","Mix","98136",15.9429293165252
"October 22 2018","8002131","Lexi","Dog","Bulldog, American","Mix","98136",30.526463273779
"August 07 2018","S130433","Riley","Dog","Retriever, Golden",NA,"98136",25.2932873378414
"November 28 2017","S105932","Jackie","Dog","Terrier, Jack Russell",NA,"98136",25.9209813924593
"June 29 2018","S145364","Frodo","Cat","Domestic Shorthair",NA,"98136",5.02482549812656
"November 27 2017","897212","Pi","Cat","Domestic Longhair",NA,"98136",4.78740206554606
"January 10 2017","949532","Dexter","Cat","Domestic Medium Hair",NA,"98136",4.5317341820821
"December 30 2018","8004242","Honu","Cat","Domestic Shorthair",NA,"98136",4.16169827490673
"October 31 2017","S105352","Abby","Cat","Domestic Shorthair",NA,"98136",4.64321790835977
"January 26 2018","22176","Pandora","Cat","Domestic Longhair",NA,"98136",4.74895079460551
"February 14 2017","74004","Tiny","Cat","Domestic Medium Hair",NA,"98136",5.0116007064495
"October 25 2016","948401","Lizzy","Cat","Domestic Shorthair",NA,"98136",4.76296522575483
"January 02 2018","954242","Cassie","Cat","Domestic Shorthair",NA,"98136",4.34708207635729
"March 27 2018","127565","Lola","Cat","Domestic Shorthair",NA,"98136",4.17712547537768
"September 12 2017","S100309","Mab","Cat","Domestic Medium Hair","Mix","98136",4.09594218915172
"July 25 2018","S120286","Siamese","Cat","Siamese","Mix","98136",4.01988645892809
"January 16 2018","S139623","Rin","Cat","Mix",NA,"98136",4.99438014658043
"September 21 2018","578076","Tucker","Cat","Domestic Shorthair",NA,"98136",4.42749171791262
"November 26 2018","8003257","Walter","Cat","Domestic Shorthair",NA,"98136",4.29057364377706
"October 31 2017","S137809","Fawkes","Cat","Domestic Shorthair",NA,"98136",4.63469416491808
"April 14 2018","208581","Bailey","Cat","LaPerm",NA,"98136",4.64218697250651
"November 21 2018","S148156","Lily","Cat","Domestic Medium Hair","Domestic Medium Hair","98136",5.04033128685052
"May 02 2017","215241","Lady Snoops","Cat","Domestic Shorthair",NA,"98139",4.48721787086473
"April 13 2018","204053","Nick","Cat","Abyssinian",NA,"98139",4.7595401837668
"October 04 2017","S105267","Boris","Dog","Schnauzer, Miniature",NA,"98144",15.9521268240475
"January 10 2017","27145","Angelina","Dog","Terrier, Yorkshire","Bichon Frise","98144",29.4289560087798
"November 16 2018","S139697","Simon","Dog","Retriever, Labrador","Welsh Corgi, Pembroke","98144",25.9513467479634
"March 02 2017","86396","Nettles","Dog","Australian Cattle Dog","German Shepherd","98144",23.8963339666505
"July 24 2017","826914","Stella","Dog","Shepherd","Mix","98144",32.0479848071566
"September 20 2018","585422","Izzy","Dog","Retriever, Golden","Mix","98144",20.1099537672714
"November 19 2018","S123939","Ivy","Dog","Border Collie","Mix","98144",20.5950643315298
"April 06 2018","138311","Kaycee","Dog","German Shepherd","Rottweiler","98144",21.6814082886544
"September 12 2017","S103533","Princess","Dog","Retriever, Labrador",NA,"98144",27.9257158379479
"December 15 2018","958481","Zephyr B","Dog","Bernese Mountain Dog",NA,"98144",26.1506658916635
"March 27 2018","S101183","Babee","Dog","Chihuahua, Short Coat","Mix","98144",20.1029226546384
"July 25 2017","S121826","George","Dog","Shiba Inu",NA,"98144",16.9741600600319
"July 25 2018","439938","Josie","Dog","Italian Greyhound","Mix","98144",21.3737593684966
"July 09 2017","435652","Olivia","Dog","Australian Shepherd",NA,"98144",24.9686109973599
"November 07 2017","898784","Finnegan","Dog","Terrier, Soft Coated Wheaten",NA,"98144",19.6410894269795
"July 27 2017","S133527","Daisy","Dog","Basset Hound",NA,"98144",29.0331661656256
"December 05 2017","S138605","Livia","Dog","Welsh Corgi, Pembroke","American Blue Heeler","98144",13.8458273168187
"July 02 2018","834742","Beatrice","Dog","Mexican Hairless",NA,"98144",18.3782147015429
"August 01 2017","438714","Moe","Dog","Terrier, Jack Russell","Mix","98144",28.3772830446389
"January 17 2017","S101802","Roman","Dog","Australian Shepherd",NA,"98144",16.0603929439295
"June 04 2018","S144493","Lucy","Dog","Retriever, Golden","Poodle, Miniature","98144",18.1617844750679
"February 21 2018","81603","Yoshi","Dog","Shiba Inu",NA,"98144",12.3314088427498
"November 16 2017","S106601","Ellie","Dog","Chihuahua, Short Coat","Terrier","98144",14.3189688670795
"May 03 2018","S143406","Jacques","Dog","Bulldog, French",NA,"98144",17.0285974670546
"July 24 2017","279328","Ninja","Dog","Terrier, American Pit Bull",NA,"98144",24.237596654313
"March 16 2018","S127110","Beebo","Dog","Boxer",NA,"98144",20.1762748478032
"December 27 2018","8004150","Mac","Dog","Retriever, Labrador",NA,"98144",15.4467357587751
"September 13 2017","S135737","Rio","Dog","Leonberger",NA,"98144",26.2787183246878
"November 03 2018","S144139","Ivy","Dog","Retriever, Labrador","Bernese Mountain Dog","98144",16.7602927671499
"November 30 2018","8003398","Nixon","Dog","Terrier, Border",NA,"98144",29.736041597665
"August 15 2017","82764","Nix","Dog","Shiba Inu",NA,"98144",18.156830158204
"July 10 2018","S145800","Luca","Dog","Retriever, Golden","Poodle, Standard","98144",35.2084325971377
"September 04 2018","S146317","Daisy","Dog","Hound","Mix","98144",12.1377696480424
"April 24 2018","213996","Muji Hopalong Pancake","Dog","Boxer",NA,"98144",21.4136596920694
"April 28 2017","139386","Baxter","Dog","Retriever, Labrador",NA,"98144",26.7408334543312
"July 24 2017","S133364","Bella","Dog","Papillon","Mix","98144",NA
"January 16 2018","30025","Friday","Dog","Retriever, Golden",NA,"98144",17.6550129412011
"December 21 2018","S129934","Luke","Dog","Retriever, Labrador","Poodle, Standard","98144",30.4239864233454
"January 31 2018","S140232","Nellie","Dog","Catahoula Leopard dog",NA,"98144",20.1712616084066
"February 15 2017","83950","June","Dog","Retriever, Golden","Poodle, Standard","98144",17.0159776588995
"May 01 2018","S143341","Auntie","Dog","Rottweiler","Setter, Irish","98144",17.8526693368056
"May 11 2018","S143466","Addie","Dog","Terrier, Jack Russell","Chihuahua, Short Coat","98144",20.5919091650908
"October 21 2016","133111","Dog Horse El.","Cat","Domestic Shorthair",NA,"98144",3.74115331383625
"December 21 2018","S125230","Hamilton","Cat","Maine Coon",NA,"98144",4.34952430135852
"August 20 2018","S146853","Pablo","Cat","Domestic Shorthair","Mix","98144",4.82430338071145
"December 23 2016","S119164","Snowflake","Cat","Domestic Shorthair","Mix","98144",4.84664579314448
"September 10 2018","8000802","Biggie","Cat","Domestic Shorthair","Mix","98144",4.45925170917869
"October 10 2017","S136955","Merle","Cat","Domestic Shorthair",NA,"98144",4.46748342004911
"January 16 2018","S109257","Minnie","Cat","Domestic Medium Hair",NA,"98144",4.10940931749894
"January 22 2018","S138598","George","Cat","Domestic Longhair","Mix","98144",4.00788041996967
"April 03 2018","S104449","Leonidas","Cat","Domestic Shorthair","Mix","98144",4.63565810378986
"January 23 2018","S111200","Winston","Cat","Domestic Shorthair","Tiffany","98144",4.0543370435428
"July 01 2017","272430","Samantha","Cat","Abyssinian",NA,"98144",4.35933801166174
"March 20 2018","128543","Chibi","Cat","Domestic Shorthair",NA,"98144",4.69699020784499
"December 16 2017","952033","Princess Anne","Cat","Manx",NA,"98144",4.35439958988306
"March 21 2018","S141730","Lowell Katz","Cat","Domestic Shorthair",NA,"98144",4.44018786436307
"October 09 2018","S121761","Jr","Cat","Domestic Shorthair","Mix","98144",4.60646958091547
"August 03 2018","S112922","Chile","Cat","Domestic Shorthair","Mix","98144",3.94721522671633
"February 20 2018","954627","Bella","Cat","Domestic Medium Hair",NA,"98144",5.01910942641778
"May 29 2018","281239","Ponyo","Dog","German Shepherd","Collie, Rough","98146",23.8836395964588
"October 17 2017","834364","Chacha","Dog","Terrier, American Staffordshire",NA,"98146",26.3141180502576
"April 23 2018","S111231","Gaia","Dog","Cane Corso",NA,"98146",14.3668820805545
"March 20 2017","S103006","Maggie","Dog","Terrier, Boston",NA,"98146",27.0927620386556
"April 19 2018","81944","Annie","Dog","Retriever, Labrador",NA,"98146",22.4113960060709
"August 07 2018","S117873","Moti Harvey","Dog","Retriever, Labrador",NA,"98146",24.6454244565816
"December 19 2017","S138901","Jax","Dog","Catahoula Leopard dog","Boxer","98146",21.6052951961764
"April 04 2017","S129402","Dexter","Dog","Pomeranian",NA,"98146",33.1559154030785
"July 03 2017","731505","Hudson","Dog","Retriever, Labrador","Great Dane","98146",22.847000599266
"September 02 2017","S132359","Rooney","Dog","Alaskan Malamute",NA,"98146",25.6387302179657
"November 23 2018","904502","Gabby","Dog","Boxer",NA,"98146",13.975682271749
