v5,v6,kstot,age,male,toomuchscience,solveprob
27382,31,8,28,0,,
27383,31,7,20,1,,
27384,31,8,21,1,,
27386,31,6,44,1,,
27387,31,5,17,1,,
27388,31,10,48,0,0,4
27390,31,10,43,1,,
27391,31,9,31,1,3,3
27393,31,8,17,0,0,2
27394,31,9,51,0,,
27395,31,9,53,0,,
27396,31,9,42,0,1,1
27397,31,9,34,1,,
27398,31,10,23,0,,
27399,31,8,27,1,,2
27403,31,8,20,0,0,3
27404,31,8,19,0,,
27406,31,5,35,1,,
27408,31,8,16,1,,
27409,31,9,29,0,0,4
27410,31,9,57,1,0,4
27411,31,8,26,1,,
27412,31,5,26,0,4,3
27413,31,6,27,1,,
27414,31,10,27,0,4,2
27415,31,8,28,1,,
27416,31,10,21,1,4,3
27417,31,10,26,0,,
27419,31,6,24,1,,
27420,31,8,27,1,4,3
27421,31,5,27,1,4,2
27422,31,7,27,1,,
27423,31,7,25,0,4,2
27424,31,6,24,1,,
27425,31,6,28,1,,
27426,31,9,48,1,4,4
27427,31,6,28,1,,
27428,31,5,34,1,,
27429,31,7,30,1,2,3
27430,31,10,30,1,,
27431,31,4,29,0,3,4
27432,31,6,29,1,,
27433,31,7,28,1,2,2
27434,31,5,30,0,,
27435,31,2,29,1,3,2
27436,31,8,28,1,,
27437,31,5,25,1,2,2
27438,31,3,28,1,,
27441,31,4,30,1,,
27443,31,7,28,1,,
27444,31,3,27,1,,
27445,31,8,33,0,2,3
27447,31,3,33,1,2,4
27450,31,7,38,0,,2
27451,31,7,16,1,,
27452,31,1,42,0,2,
27453,31,6,25,1,2,3
27454,31,5,62,0,,
27455,31,8,53,0,,
27456,31,3,37,0,,
27457,31,4,25,1,4,1
27458,31,5,23,0,4,4
27459,31,8,27,1,2,3
27460,31,9,26,0,,
27461,31,4,29,0,4,4
27462,31,4,28,0,,
27463,31,9,34,0,,
27464,31,10,43,0,3,4
27465,31,5,36,0,1,4
27466,31,9,68,0,,
27467,31,5,31,0,1,4
27469,31,5,53,1,,
27471,31,3,36,0,4,4
27475,31,4,21,0,,
27476,31,7,27,0,4,2
27477,31,10,53,1,,
27481,31,9,31,1,3,3
27485,31,4,32,1,2,2
27486,31,12,33,1,3,4
27488,31,7,28,0,3,4
27489,31,5,32,1,,
27490,31,4,17,0,4,0
27491,31,7,55,1,1,4
27492,31,8,22,0,,
27493,31,5,26,1,,
27494,31,4,28,0,,
27495,31,5,19,0,4,4
27496,31,4,49,0,,
27497,31,8,23,0,,
27498,31,7,20,0,4,4
27499,31,5,75,1,4,4
27500,31,5,57,1,0,4
27501,31,3,70,0,,
27502,31,9,69,1,,
27503,31,5,54,1,,
27504,31,6,23,0,4,4
27505,31,5,40,1,4,4
27506,31,8,39,1,2,4
27507,31,8,37,1,,
27508,31,7,46,1,0,4
27509,31,6,86,1,,
27510,31,11,28,1,4,2
27512,31,10,36,1,4,4
27513,31,7,20,1,2,4
27514,31,6,27,0,2,4
27515,31,9,39,1,,
27516,31,9,51,0,,
27517,31,6,60,0,,
27518,31,7,74,0,4,4
27519,31,10,34,1,,
27520,31,4,41,0,,
27521,31,6,37,0,4,4
27522,31,5,60,0,4,4
27524,31,7,50,1,0,4
27525,31,8,35,1,,
27526,31,5,41,1,,
27527,31,6,28,0,,
27528,31,4,48,0,,
27529,31,6,29,1,,
27530,31,7,18,1,4,4
27531,31,5,40,1,,
27532,31,6,42,1,4,1
27533,31,6,38,1,,
27535,31,9,40,1,2,4
27536,31,8,32,0,1,4
27537,31,2,33,0,4,4
27540,31,6,29,0,,
27545,31,1,20,0,,
27550,31,6,63,1,,
27551,31,6,25,0,4,4
27552,31,3,37,1,,
27554,31,7,22,1,,
27556,31,7,42,1,4,3
27557,31,4,34,1,2,4
27558,31,9,24,1,,
27559,31,8,17,1,0,3
27560,31,7,34,1,,
27561,31,8,44,1,,
27562,31,3,30,0,,
27564,31,9,26,1,4,4
27566,31,5,49,1,,
27567,31,6,55,0,4,4
27568,31,6,46,1,,
27569,31,5,25,0,4,4
27571,31,5,35,0,,
27572,31,4,24,1,4,3
27574,31,10,17,0,,
27575,31,10,51,1,3,4
27576,31,12,34,1,,
27577,31,7,28,0,4,4
27579,31,7,15,0,1,4
27580,31,6,24,0,,
27581,31,6,33,0,,
27583,31,5,63,0,4,4
27584,31,9,33,0,1,2
27586,31,6,30,0,0,4
27598,31,4,33,0,2,3
27599,31,7,34,1,,
27601,31,8,19,0,,
27603,31,2,35,0,,
27604,31,9,30,1,4,4
27605,31,4,22,0,,
27607,31,2,25,0,3,3
27608,31,2,23,0,4,1
27609,31,3,50,1,1,2
27611,31,7,24,1,3,3
27612,31,5,20,1,,4
27615,31,3,57,1,,
27616,31,2,43,1,,
27619,31,3,57,1,3,2
27620,31,2,27,1,,
27621,31,4,24,1,,
27622,31,1,71,1,,0
27623,31,3,57,1,3,4
27624,31,4,39,1,3,3
27625,31,6,32,0,,
27626,31,3,43,0,,
27627,31,6,27,1,4,4
27629,31,2,28,0,,
27630,31,3,23,1,,
27631,31,3,55,1,,
27633,31,4,42,1,0,4
27634,31,6,38,0,,
27635,31,9,25,0,4,4
27636,31,7,48,1,,
27638,31,7,30,0,,
27639,31,7,17,0,2,3
27640,31,8,24,0,3,3
27641,31,6,35,0,,
27642,31,5,22,1,3,2
27643,31,8,22,1,4,3
27644,31,13,40,0,2,3
27645,31,6,23,1,,
27646,31,8,59,1,4,4
27647,31,7,48,1,,
27648,31,6,79,1,,
27649,31,9,21,1,,
27653,31,6,35,1,,
27656,31,2,56,1,,
27657,31,8,21,1,3,2
27658,31,8,20,1,4,4
27659,31,11,20,1,3,4
27660,31,7,39,1,,
27661,31,7,59,1,,
27662,31,7,19,1,3,4
27663,31,7,25,1,3,2
27664,31,9,42,0,1,2
27665,31,7,25,0,,
27666,31,6,26,0,1,1
27667,31,5,15,0,,
27668,31,7,40,0,,
27669,31,8,22,1,0,2
27670,31,5,37,0,,
27671,31,3,52,1,2,2
27672,31,10,34,0,,
27673,31,7,34,0,2,1
27674,31,10,53,0,,
27676,31,5,51,1,,
27677,31,8,29,1,2,2
27678,31,5,54,1,,
27679,31,7,30,1,,
27681,31,7,33,1,,
27682,31,9,47,1,,
27683,31,6,26,0,1,2
27684,31,7,53,1,1,1
27685,31,5,68,1,3,3
27686,31,4,34,0,,
27687,31,7,55,1,2,1
27688,31,4,47,1,,
27689,31,8,53,1,2,3
27690,31,7,34,1,2,2
27691,31,7,38,1,3,2
27692,31,2,25,0,,
27693,31,8,46,1,2,2
27694,31,9,83,0,1,1
27695,31,10,45,1,,
27696,31,7,21,1,3,1
27697,31,7,33,1,,
27698,31,8,26,1,,
27699,31,7,30,1,,
27700,31,6,26,0,,
27701,31,11,72,1,1,1
27702,31,10,54,1,,
27703,31,9,58,0,,
27704,31,7,80,0,,
27706,31,6,65,0,3,3
27707,31,8,17,1,,
27708,31,4,20,0,,
27709,31,4,22,1,4,4
27710,31,5,56,1,,
27711,31,3,34,0,3,3
27712,31,4,16,0,2,2
27713,31,6,16,0,4,4
27714,31,2,45,0,,
27715,31,3,33,1,4,4
27716,31,3,36,1,,
27717,31,4,26,0,3,3
27721,31,7,40,1,,
27722,31,4,40,0,,
27723,31,8,18,0,,
27724,31,5,29,0,,
27725,31,8,38,1,2,3
27726,31,4,22,1,2,4
27727,31,9,35,1,3,1
27728,31,10,31,0,3,1
27730,31,5,28,1,,
27732,31,8,20,0,,
27733,31,4,19,0,3,2
27734,31,7,18,1,,
27736,31,9,17,1,,
27738,31,6,19,0,4,4
27739,31,6,30,1,,
27740,31,9,35,0,3,3
27741,31,8,30,1,,
27743,31,3,19,0,,
27745,31,4,15,0,3,3
27746,31,6,41,1,,
27747,31,6,35,1,4,3
27748,31,7,45,1,4,4
27749,31,4,15,1,,
27750,31,7,73,1,3,1
27751,31,4,56,1,,
27752,31,5,51,1,,
27754,31,11,27,0,3,4
27758,31,6,30,0,2,2
27759,31,5,45,0,2,3
27760,31,6,29,0,4,3
27761,31,6,24,1,,
27763,31,10,26,0,,
27768,31,5,42,1,0,1
27773,31,8,24,1,3,4
27774,31,4,34,0,,
27775,31,8,43,1,,
27778,31,6,45,0,3,4
27779,31,4,17,0,0,4
27780,31,7,17,0,,
27782,31,4,24,0,,
27783,31,1,34,0,0,4
27784,31,9,33,0,0,4
27786,31,7,80,0,,
27787,31,9,35,1,2,3
27788,31,7,28,0,,
27789,31,5,27,0,4,4
27790,31,7,26,1,,
27792,31,8,66,1,4,4
27793,31,5,34,1,4,4
27794,31,6,35,0,,
27795,31,11,29,1,2,3
27796,31,6,18,1,,
27801,31,3,33,0,,
27802,31,4,18,0,,
27805,31,12,23,0,,
27807,31,2,65,0,,
27809,31,6,28,0,3,3
27811,31,8,18,0,,
27812,31,4,45,0,,
27813,31,9,50,0,,
27814,31,7,40,1,1,2
27815,31,8,25,1,,
27816,31,5,43,0,,
27817,31,7,25,0,2,3
27820,31,4,28,1,4,0
27821,31,3,28,0,2,2
27822,31,10,44,1,,
27823,31,11,25,1,,
27825,31,6,24,1,1,4
27826,31,2,30,1,,
27827,31,2,35,0,,
27828,31,4,22,1,2,4
27829,31,6,18,1,,
27830,31,9,18,1,2,3
27831,31,7,32,1,3,0
27832,31,6,22,0,,
27833,31,7,25,1,1,3
27837,31,9,21,0,4,4
27839,31,5,19,0,,
27841,31,7,28,0,4,4
27845,31,5,20,0,4,4
27847,31,7,24,0,,
27849,31,7,25,0,,
27851,31,8,19,1,4,4
27852,31,7,33,1,4,4
27855,31,8,16,1,,
27856,31,7,16,1,,
27857,31,4,17,1,4,4
27858,31,7,25,1,,
27860,31,6,37,0,4,4
27862,31,4,25,1,1,1
27868,31,3,25,1,2,2
27869,31,5,24,0,2,2
27872,31,5,30,1,4,3
27874,31,8,23,1,,
27876,31,8,16,1,,
27881,31,8,22,1,2,2
27882,31,5,21,1,1,2
27883,31,9,22,1,1,1
27884,31,2,18,1,,
27885,31,3,25,1,,
27886,31,8,38,1,,
27887,31,7,37,1,2,2
27888,31,9,28,1,2,2
27896,31,5,57,1,,
27897,31,7,42,1,4,2
27900,31,7,40,1,,
27905,31,5,50,1,,
27907,31,5,24,1,,
27908,31,8,19,1,0,3
27909,31,7,21,1,3,0
27911,31,7,27,1,,
27912,31,5,25,1,,
27915,34,9,71,1,2,1
27918,34,10,40,1,3,2
27920,34,11,29,0,4,1
27921,34,11,32,1,4,0
27922,34,10,54,0,2,0
27923,34,8,36,1,2,1
27925,34,13,33,1,2,0
27927,34,9,49,0,0,0
27930,34,9,64,0,2,1
27931,34,11,38,0,1,1
27934,34,11,47,1,1,1
27937,34,7,84,1,,
27938,34,7,25,0,,
27941,34,9,79,0,,
27942,34,12,54,1,,
27943,34,10,49,0,,
27945,34,7,30,1,,
27950,34,12,21,1,,
27956,34,11,56,1,,
27957,34,11,25,0,,
27960,34,11,35,0,2,1
27965,34,11,32,0,2,1
27967,34,9,18,0,1,1
27968,34,6,32,0,2,3
27969,34,9,15,1,2,1
27974,34,10,40,0,0,2
27975,34,9,22,0,2,0
27976,34,12,25,1,1,0
27977,34,9,22,1,2,1
27978,34,6,21,1,4,2
27980,34,6,60,0,2,2
27981,34,8,46,0,2,2
27990,34,12,32,0,2,1
27995,34,9,20,0,,
27998,34,12,54,1,,
28002,34,8,25,1,,
28005,34,11,21,1,,
28006,34,7,20,0,,
28007,34,10,46,0,,
28008,34,8,32,0,,
28009,34,11,52,0,,
28010,34,10,48,0,,
28013,34,12,45,1,,
28015,34,9,17,1,,
28016,34,8,35,0,,
28018,34,13,63,1,,
28019,34,5,23,0,,
28021,34,7,48,0,1,2
28024,34,9,41,1,2,2
28027,34,3,35,0,2,0
28029,34,7,17,0,4,2
28032,34,12,17,0,3,0
28037,34,10,32,1,2,0
28039,34,8,73,1,1,0
28040,34,10,22,0,2,2
28041,34,6,26,1,2,0
28043,34,9,71,1,2,1
28048,34,10,26,0,,
28051,34,11,57,1,,
28057,34,5,15,0,,
28058,34,6,31,0,,
28061,34,9,76,1,,
28064,34,6,80,0,3,3
28069,34,11,35,0,2,1
28071,34,10,52,0,2,0
28072,34,9,35,0,3,0
28074,34,10,26,1,2,1
28075,34,10,46,0,3,0
28076,34,12,30,0,0,1
28077,34,11,61,1,3,0
28080,34,8,47,0,0,0
28082,34,8,40,0,2,3
28083,34,12,39,0,1,3
28084,34,12,39,1,0,0
28085,34,8,45,0,,
28088,34,9,44,0,,
28089,34,8,36,0,,
28092,34,12,48,1,,
28093,34,4,49,0,,
28098,34,12,,1,,
28100,34,10,17,0,,
28101,34,9,37,0,,
28103,34,11,28,0,1,2
28106,34,11,24,1,1,2
28108,34,10,44,1,1,3
28109,34,12,42,1,2,2
28111,34,10,48,0,1,1
28115,34,1,17,1,3,1
28116,34,10,21,0,1,1
28118,34,8,37,0,1,0
28119,34,8,19,0,3,1
28120,34,9,18,1,1,2
28123,34,6,19,0,2,1
28124,34,13,51,1,0,1
28125,34,12,61,1,2,1
28127,34,8,46,0,2,2
28128,34,8,35,0,2,2
28129,34,10,37,1,2,2
28130,34,12,,0,3,0
28132,34,12,58,1,3,3
28133,34,11,40,1,3,4
28134,34,9,39,0,1,0
28136,34,9,70,0,0,0
28138,34,11,20,1,2,0
28141,34,13,56,0,1,1
28143,34,9,22,1,2,0
28150,34,5,67,0,3,2
28152,34,9,44,1,1,1
28154,34,10,41,0,2,0
28161,34,9,27,0,,
28162,34,6,26,1,,
28164,34,4,73,1,,
28165,34,12,64,1,,
28167,34,10,22,1,,
28170,34,6,38,0,,
28174,34,10,21,0,,
28176,34,11,27,0,,
28177,34,13,26,0,,
28179,34,13,26,0,,
28180,34,7,28,1,,
28181,34,8,21,0,,
28185,34,11,52,0,,
28186,34,8,31,1,,
28187,34,8,20,0,,
28190,34,7,51,1,,
28191,34,11,25,0,,
28194,34,6,21,0,,
28195,34,10,51,0,,
28197,34,4,51,1,,
28198,34,10,43,1,,
28204,34,11,35,0,,
28207,34,11,40,1,,
28208,34,7,36,0,,
28209,34,8,29,1,,
28213,34,4,62,1,,
28217,34,10,36,0,,
28220,34,11,24,1,,
28224,34,7,28,0,2,2
28226,34,9,39,1,3,0
28227,34,9,41,0,,
28230,34,7,28,1,,
28234,34,9,55,1,,
28240,34,8,34,0,1,1
28246,34,10,21,0,,
28259,34,11,62,0,1,0
28267,34,7,42,1,2,1
28268,34,7,40,0,,
28271,34,7,67,0,2,0
28272,34,8,40,0,2,0
28273,34,13,18,1,0,1
28275,34,5,60,0,,
28276,34,5,72,1,,
28278,34,7,42,1,1,2
28279,34,12,44,0,1,0
28281,34,9,15,0,3,2
28286,34,3,33,0,2,2
28289,34,13,35,1,2,3
28292,34,6,43,0,4,1
28294,34,6,40,0,1,2
28295,34,3,31,0,3,4
28298,34,13,38,1,,
28302,34,8,68,0,,
28303,34,7,40,0,,
28304,34,9,83,1,,
28314,34,7,19,1,,
28316,34,4,19,1,,
28319,34,11,59,1,1,0
28320,34,9,21,1,1,1
28322,34,5,58,0,,
28323,34,13,48,1,0,4
28326,34,7,16,1,1,1
28327,34,7,49,1,0,0
28328,34,7,60,1,,
28329,34,10,38,0,,
28330,34,8,16,1,2,1
28331,34,10,43,1,,
28333,34,12,44,1,,
28334,34,10,49,0,4,0
28339,34,12,22,1,1,0
28341,34,11,42,0,2,0
28342,34,12,16,1,,
28345,34,12,36,0,,
28346,34,4,,1,,
28349,34,10,,0,2,0
28351,34,10,32,0,2,0
28352,34,6,17,1,3,1
28355,34,5,37,1,,
28357,34,11,28,1,2,1
28358,34,11,39,0,,
28359,34,9,30,1,3,0
28361,34,11,65,0,1,0
28362,34,9,24,0,,
28365,34,10,25,0,0,0
28370,34,12,41,1,,
28372,34,8,42,0,1,3
28373,34,12,28,0,,
28376,34,11,58,1,,
28377,34,9,19,1,,
28381,34,5,59,0,1,3
28386,34,12,39,1,,
28388,34,10,33,1,,
28389,34,10,37,0,2,0
28390,34,0,,1,,
28391,34,13,47,1,3,3
28394,34,8,47,0,,
28395,34,12,45,0,2,1
28396,34,11,37,0,,
28399,34,10,17,1,,
28404,34,11,,0,,
28407,34,5,,0,3,2
28408,34,6,37,0,,
28409,34,4,17,1,1,1
28412,34,9,45,1,1,2
28415,32,8,54,0,,
28416,32,11,39,0,2,3
28417,32,11,66,1,,0
28418,32,9,57,0,,
28419,32,12,19,0,,
28420,32,4,61,0,4,0
28421,32,9,29,0,,
28423,32,8,26,0,2,1
28424,32,11,71,1,,
28425,32,13,36,0,2,3
28426,32,9,63,0,,
28427,32,9,18,0,2,1
28428,32,11,28,0,,
28430,32,13,16,1,2,0
28431,32,7,82,1,,
28432,32,6,53,0,0,3
28433,32,8,54,0,,
28434,32,4,61,1,4,3
28437,32,7,63,1,,
28438,32,5,67,0,3,1
28440,32,8,58,1,3,3
28441,32,12,51,0,,
28442,32,10,50,1,,0
28443,32,9,70,0,,
28444,32,6,22,0,2,
28445,32,13,40,1,,
28446,32,10,21,1,2,0
28447,32,11,80,0,4,0
28448,32,11,24,0,,
28451,32,9,79,0,3,1
28452,32,12,16,1,,
28454,32,5,75,1,1,4
28455,32,11,50,1,,
28456,32,6,60,0,2,3
28459,32,11,63,1,,
28460,32,8,27,1,1,0
28461,32,12,58,0,1,3
28462,32,10,23,0,,
28463,32,12,69,0,4,0
28464,32,10,67,1,,
28466,32,12,44,1,,
28467,32,11,38,0,2,1
28469,32,5,54,0,4,0
28471,32,11,59,0,3,1
28472,32,5,46,0,,
28473,32,5,77,1,2,0
28474,32,5,57,1,,
28475,32,3,85,0,2,1
28476,32,5,68,1,,
28477,32,6,73,1,1,2
28478,32,4,76,1,,
28479,32,6,66,1,2,1
28480,32,5,73,1,,
28481,32,5,65,1,2,2
28482,32,4,59,0,,
28483,32,5,69,0,,
28484,32,6,54,1,1,2
28485,32,9,44,0,,
28486,32,0,71,0,,
28487,32,9,68,1,,
28489,32,4,56,0,,
28490,32,9,19,0,3,1
28491,32,6,31,1,,
28492,32,9,21,0,3,0
28493,32,5,33,0,,
28494,32,11,16,1,3,2
28497,32,5,22,1,,
28498,32,4,22,1,0,3
28500,32,9,22,1,2,1
28501,32,7,16,0,,
28502,32,7,74,1,3,2
28503,32,9,16,1,,
28504,32,9,27,1,2,1
28505,32,8,31,1,,
28506,32,7,32,0,,2
28507,32,3,74,0,,
28508,32,10,20,0,1,1
28509,32,10,41,1,1,1
28510,32,9,35,0,,
28511,32,2,74,0,4,3
28512,32,6,53,0,,
28513,32,4,40,1,3,4
28514,32,5,54,0,,
28515,32,9,17,1,4,4
28516,32,6,37,0,,
28517,32,11,36,1,3,4
28518,32,4,71,0,,
28520,32,11,26,0,,
28521,32,10,33,1,2,2
28522,32,12,25,1,,
28523,32,4,68,0,3,1
28524,32,6,15,0,,
28526,32,7,55,0,,
28527,32,8,55,0,2,2
28528,32,10,22,0,,
28529,32,6,47,0,,3
28530,32,9,39,1,2,3
28531,32,4,68,0,,
28535,32,10,37,1,,
28536,32,8,52,1,1,1
28537,32,6,66,1,,
28538,32,9,17,0,1,2
28539,32,7,43,1,,
28540,32,10,21,0,1,1
28543,32,11,29,0,,
28550,32,11,36,1,2,2
28551,32,6,63,1,2,2
28552,32,8,42,0,,
28553,32,4,64,1,2,2
28555,32,7,39,0,2,2
28556,32,6,57,0,,
28557,32,11,49,1,2,2
28558,32,6,47,0,,
28559,32,4,68,0,,
28560,32,11,19,1,2,1
28561,32,12,34,1,,
28562,32,10,34,1,4,0
28563,32,7,28,0,,
28564,32,9,43,1,3,1
28565,32,7,29,1,,
28566,32,10,39,1,,
28567,32,13,50,1,1,2
28568,32,6,51,1,,
28569,32,5,18,0,2,1
28570,32,12,51,1,0,0
28571,32,12,27,1,,
28572,32,10,61,0,,2
28574,32,12,29,1,2,0
28575,32,9,47,1,,
28576,32,3,47,0,,
28577,32,12,25,1,2,2
28578,32,3,50,0,,
28579,32,10,17,0,2,2
28580,32,7,34,0,,
28581,32,9,71,0,3,3
28582,32,9,71,1,,
28583,32,8,82,0,3,3
28584,32,7,28,1,,
28585,32,5,65,0,3,4
28586,32,6,63,0,,
28587,32,5,18,0,2,3
28588,32,12,44,0,,
28589,32,8,40,1,2,0
28590,32,8,27,1,,
28591,32,12,26,1,0,3
28592,32,10,40,0,,
28593,32,10,22,0,2,2
28594,32,11,37,1,,
28595,32,12,21,0,1,3
28596,32,9,32,1,,
28597,32,11,23,1,,
28598,32,6,26,1,,
28599,32,9,64,1,2,1
28600,32,10,50,0,,
28601,32,11,62,0,1,3
28602,32,12,53,1,,
28603,32,6,51,1,4,0
28607,32,7,48,1,,
28610,32,7,60,1,4,1
28612,32,5,44,1,2,4
28617,32,6,62,1,4,4
28619,32,7,62,0,,
28620,32,7,28,1,2,4
28621,32,6,49,0,,
28626,32,12,19,0,,
28627,32,7,70,0,4,0
28628,32,12,35,1,,
28629,32,11,34,0,3,0
28634,32,5,65,1,,
28639,32,12,48,1,,0
28640,32,4,46,0,,
28641,32,7,18,0,,0
28643,32,7,46,1,,
28644,32,4,63,1,1,3
28646,32,6,47,0,3,1
28649,32,3,38,1,,
28651,32,12,42,0,,
28652,32,8,69,0,3,2
28653,32,13,52,1,,
28654,32,13,44,1,4,1
28655,32,13,20,1,,
28656,32,8,61,1,2,0
28657,32,11,25,1,,
28658,32,13,35,1,2,1
28659,32,13,25,1,,
28660,32,6,39,0,3,0
28661,32,9,34,1,2,2
28662,32,8,28,1,,
28663,32,12,52,1,2,3
28664,32,9,43,1,,
28665,32,6,57,1,,
28666,32,9,26,1,,
28667,32,10,49,1,4,4
28668,32,4,72,0,4,3
28669,32,7,51,1,,
28670,32,11,53,0,3,4
28671,32,11,63,0,2,3
28672,32,10,60,0,,
28674,32,10,34,1,,
28675,32,12,50,0,3,4
28676,32,8,18,0,,
28677,32,12,44,1,3,0
28678,32,11,24,1,,
28679,32,12,30,0,2,1
28680,32,11,31,1,,
28683,32,12,30,1,1,1
28685,32,11,49,1,4,0
28686,32,11,54,0,,
28687,32,10,66,1,2,3
28688,32,10,35,1,,
28690,32,10,35,0,4,0
28691,32,12,46,1,3,1
28694,32,6,58,0,,
28695,32,9,41,1,3,2
28696,32,10,69,1,,
28698,32,8,51,0,2,3
28700,32,8,42,1,4,1
28703,32,7,50,0,,
28705,32,10,28,0,,
28707,32,7,50,1,4,0
28708,32,7,51,0,,
28709,32,1,49,0,,
28710,32,8,22,1,2,2
28711,32,7,40,0,,
28712,32,8,23,1,2,2
28713,32,5,69,0,4,2
28714,32,3,16,1,,
28715,32,6,15,1,4,4
28716,32,11,53,0,1,1
28717,32,10,22,1,,
28719,32,11,40,1,,
28720,32,4,48,0,4,0
28721,32,7,45,0,,
28722,32,11,44,1,3,1
28723,32,9,35,0,,
28724,32,12,43,1,2,2
28725,32,7,17,0,,
28727,32,3,71,1,,
28728,32,4,32,0,3,2
28729,32,12,16,1,,
28730,32,12,63,1,3,0
28731,32,12,53,1,,
28732,32,10,19,0,2,1
28735,32,4,75,1,,
28736,32,11,27,1,3,3
28737,32,3,29,1,,
28738,32,9,59,0,1,1
28739,32,9,48,1,,
28740,32,11,40,1,4,2
28741,32,7,55,0,,
28743,32,9,36,0,,
28744,32,7,60,0,3,3
28746,32,11,70,0,,
28747,32,9,40,1,2,1
28748,32,7,47,0,3,3
28749,32,7,20,1,,
28751,32,10,24,0,,
28752,32,12,36,1,,4
28754,32,7,46,1,,
28755,32,7,45,1,1,1
28756,32,8,35,0,,
28757,32,9,40,0,3,1
28758,32,12,44,0,,
28759,32,6,72,0,2,0
28760,32,5,63,0,,
28761,32,9,51,0,2,0
28762,32,4,52,0,,
28763,32,5,33,1,,
28764,32,7,46,1,3,1
28765,32,8,65,1,,
28767,32,7,64,0,,
28768,32,12,62,0,0,1
28769,32,9,65,1,3,1
28770,32,10,20,1,,
28771,32,6,16,1,2,3
28773,32,4,26,0,,1
28775,32,7,42,1,,
28777,32,11,54,1,,
28780,32,10,69,1,3,1
28781,32,10,50,1,,
28782,32,10,27,0,2,1
28783,32,11,21,1,,
28784,32,11,69,1,,
28785,32,10,17,1,3,2
28786,32,9,73,1,,
28787,32,5,20,0,3,1
28788,32,9,34,0,,
28789,32,12,54,0,0,0
28790,32,8,76,1,,
28791,32,9,50,0,4,4
28792,32,7,29,1,,
28794,32,13,29,0,,
28795,32,9,47,0,,
28796,32,10,63,0,,
28797,32,9,15,1,,
28798,32,6,81,1,1,2
28801,32,12,15,0,2,3
28802,32,12,23,1,,
28803,32,11,38,0,3,0
28804,32,12,24,0,,
28805,32,8,26,1,3,2
28807,32,3,65,0,2,3
28808,32,10,32,1,2,0
28809,32,8,37,0,,
28810,32,12,51,0,0,2
28811,32,9,90,0,1,1
28812,32,6,83,1,,
28813,32,7,75,1,1,1
28814,32,8,74,1,,
28815,32,11,30,1,0,1
28816,32,7,64,0,,
28818,32,12,34,1,2,0
28819,32,9,24,0,3,0
28820,32,13,45,0,,
28821,32,11,39,0,,
28822,32,10,18,1,,
28823,32,12,24,0,2,2
28824,32,10,43,0,,
28825,32,12,22,1,2,1
28826,32,11,51,0,3,2
28827,32,13,24,1,,
28828,32,11,17,1,3,1
28829,32,9,73,1,,
28831,32,13,32,0,2,2
28832,32,8,72,1,3,3
28835,32,10,20,1,2,1
28836,32,12,20,1,,
28837,32,9,46,1,2,1
28838,32,11,39,0,,
28840,32,10,51,0,,
28842,32,11,37,0,,
28843,32,12,42,1,2,1
28844,32,12,26,0,1,1
28845,32,12,20,1,,
28846,32,11,57,0,0,2
28847,32,12,55,0,,
28848,32,11,79,0,2,3
28849,32,7,77,0,,
28850,32,3,57,1,3,4
28851,32,8,24,0,,
28852,32,11,77,1,3,1
28853,32,10,61,1,3,2
28854,32,6,64,0,,
28855,32,12,74,1,3,0
28856,32,7,69,0,,
28857,32,11,16,0,2,1
28858,32,10,27,0,3,2
28859,32,10,39,1,,
28861,32,12,18,1,2,0
28862,32,5,18,1,,
28863,32,13,42,1,2,2
28864,32,6,71,0,,
28865,32,11,28,0,,
28867,32,13,21,0,,
28868,32,11,31,0,1,1
28869,32,9,25,1,,
28870,32,7,33,1,3,3
28871,32,5,19,1,,
28872,32,3,38,1,1,2
28873,32,9,29,1,1,2
28874,32,9,25,1,,
28875,32,9,48,1,,
28877,32,7,42,0,,
28878,32,4,66,0,4,0
28882,32,6,30,1,0,0
28884,32,9,51,0,,
28885,32,7,18,1,3,2
28886,32,12,41,0,,
28887,32,9,34,1,3,3
28888,32,10,33,1,,
28890,32,6,41,0,,
28892,32,7,16,0,,
28893,32,10,21,1,3,1
28894,32,9,27,0,,
28896,32,11,26,1,3,2
28897,32,8,15,0,1,1
28898,32,3,74,0,,
28899,32,7,25,0,,
28900,32,11,22,1,1,3
28902,32,9,42,0,3,3
28903,32,9,16,1,4,4
28906,32,3,24,1,,
28908,32,5,18,0,,
28910,32,4,37,0,,
28911,32,4,52,1,,
28912,32,4,40,0,4,4
28913,32,12,44,1,,
28914,32,10,18,0,2,2
28915,32,11,35,1,,
28916,32,10,34,0,3,1
28917,32,5,40,0,,
28919,32,9,31,0,,
28921,32,13,23,0,4,1
28923,32,6,47,0,,
28924,32,12,40,1,,
28926,32,12,42,1,,
28927,32,10,24,0,,
28930,32,10,15,1,3,2
28932,32,5,65,1,1,3
28935,32,9,17,0,,
28937,32,5,70,0,,
28938,32,4,57,1,,
28939,32,9,19,1,,0
28940,32,10,45,0,,
28942,32,13,45,1,0,0
28943,32,7,64,1,,
28944,32,13,16,1,0,0
28945,32,8,52,1,,
28946,32,10,28,0,4,1
28951,32,8,55,1,,
28952,32,7,37,1,3,2
28953,32,8,20,1,,
28954,32,6,22,1,4,3
28955,32,4,33,0,,
28956,32,10,17,0,0,1
28957,32,6,40,0,,
28960,32,12,26,1,,
