ID,FOMO,Age,Gender,N,E,O,A,C
2145,26,20,Female,25,32,45,31,29
2146,37,13,Female,17,28,34,24,24
2147,30,28,Female,25,29,42,32,26
2148,24,34,Female,15,36,45,37,25
2149,25,43,Female,19,28,35,31,37
2150,31,33,Female,25,19,37,35,31
2151,26,34,Female,16,30,39,35,28
2152,18,28,Female,16,34,43,37,40
2153,19,27,Female,22,29,39,37,37
2154,27,19,Female,21,34,42,31,35
2155,28,32,Female,24,31,40,26,34
2156,18,46,Female,23,18,29,36,33
2157,25,21,Female,39,23,34,35,34
2158,29,17,Female,25,35,40,30,34
2159,20,44,Female,17,33,42,31,30
2160,24,19,Female,23,34,42,37,27
2161,10,12,Female,29,33,34,27,33
2162,21,41,Female,16,31,43,33,34
2163,18,39,Female,21,23,30,33,30
2164,27,15,Female,26,33,42,28,27
2165,18,34,Female,23,24,42,35,36
2166,21,43,Female,27,21,38,31,35
2167,27,40,Female,17,28,42,27,32
2168,21,47,Female,21,30,36,32,39
2169,29,30,Female,21,22,42,38,30
2170,28,36,Female,40,34,47,31,24
2171,17,46,Female,23,29,42,34,36
2172,33,29,Female,27,26,45,37,32
2173,19,28,Female,18,34,46,28,32
2174,23,34,Female,25,22,29,36,22
2175,19,16,Female,27,19,33,29,36
2176,21,25,Female,25,24,34,29,32
2177,26,42,Female,24,26,29,31,24
2178,17,22,Female,22,22,37,34,38
2179,20,26,Female,22,30,36,37,24
2180,25,50,Female,18,33,47,31,18
2181,21,15,Female,33,25,35,23,44
2182,29,23,Female,30,26,18,29,28
2183,21,40,Female,24,24,39,39,31
2184,25,12,Female,24,23,38,29,29
2185,19,50,Female,21,23,42,37,39
2186,20,48,Female,21,23,40,28,28
2187,37,12,Female,30,28,41,37,32
2188,20,32,Female,25,31,41,38,29
2189,19,40,Female,17,32,38,38,33
2190,32,20,Female,31,20,29,32,31
2191,18,40,Female,22,32,46,38,35
2192,24,23,Female,23,31,48,25,36
2193,30,31,Female,33,26,21,29,22
2194,20,24,Female,24,18,28,22,38
2195,22,40,Female,19,20,32,33,27
2196,26,14,Female,21,19,38,35,23
2197,19,51,Female,20,32,42,39,35
2198,36,22,Female,31,30,35,26,24
2199,25,28,Female,40,25,21,26,29
2200,24,44,Female,19,22,30,25,41
2201,29,31,Female,18,27,38,29,26
2202,20,36,Female,27,22,35,30,34
2203,31,36,Female,28,30,36,33,20
2204,19,26,Female,29,29,40,34,35
2205,25,21,Female,22,22,39,34,32
2206,27,37,Female,21,34,43,24,33
2207,23,28,Female,25,28,32,25,29
2208,25,47,Female,29,26,38,36,33
2209,21,49,Female,19,36,46,32,45
2210,23,43,Female,29,22,38,33,32
2211,22,32,Female,17,24,42,32,32
2212,36,39,Female,22,28,36,27,23
2213,27,14,Female,31,31,39,34,31
2214,10,38,Female,27,32,28,30,33
2215,29,28,Female,22,32,44,38,30
2216,19,50,Female,32,20,30,26,39
2217,30,21,Female,27,27,39,24,34
2218,16,42,Female,24,22,42,38,30
2219,25,33,Female,20,34,44,36,38
2220,27,37,Female,30,21,41,31,40
2221,33,49,Female,26,24,29,27,28
2222,19,46,Female,17,32,41,31,31
2223,26,22,Female,25,31,39,31,41
2224,26,29,Female,26,28,44,31,22
2225,36,33,Female,25,24,29,27,30
2226,23,26,Female,15,35,43,28,39
2227,21,16,Female,22,28,45,33,30
2228,25,53,Female,28,32,34,29,27
2229,30,35,Female,33,17,26,31,26
2230,28,40,Female,24,27,37,36,24
2231,12,33,Female,28,23,36,40,28
2232,12,42,Female,17,33,44,35,40
2233,32,37,Female,22,24,35,23,37
2234,15,45,Female,12,27,39,32,30
2235,29,26,Female,23,24,43,40,30
2236,22,18,Female,26,21,43,39,32
2237,16,33,Female,19,30,46,27,37
2238,36,24,Female,24,37,38,23,26
2239,22,40,Female,21,24,44,33,41
2240,14,40,Female,23,25,35,32,34
2241,36,13,Female,19,28,37,33,20
2242,32,36,Female,26,24,40,31,24
2243,22,42,Female,19,29,36,28,23
2244,12,30,Female,19,25,41,28,30
2245,26,30,Female,22,18,36,32,23
2246,22,21,Female,25,26,40,33,26
2247,30,32,Female,22,26,37,33,29
2248,25,30,Female,16,21,43,34,34
2249,14,25,Female,23,30,41,23,40
2250,20,50,Female,15,35,44,37,27
2251,24,12,Female,27,34,47,31,41
2252,16,33,Female,20,33,39,24,31
2253,34,26,Female,36,25,21,20,36
2254,25,34,Female,26,30,46,39,40
2255,29,29,Female,26,17,29,31,38
2256,24,26,Female,31,15,38,27,36
2257,31,36,Female,20,25,41,39,28
2258,31,16,Female,26,37,41,33,32
2259,23,25,Female,25,29,33,32,31
2260,20,43,Female,18,29,39,38,29
2261,14,29,Female,21,33,43,31,29
2262,37,12,Female,20,24,34,28,15
2263,29,26,Female,25,28,35,21,36
2264,24,43,Female,22,27,37,33,18
2265,28,40,Female,30,27,32,32,40
2266,14,21,Female,26,23,36,33,29
2267,27,17,Female,20,30,42,31,37
2268,22,28,Female,18,25,35,27,23
2269,28,12,Female,28,22,33,31,28
2270,22,27,Female,23,28,36,30,30
2271,34,30,Female,26,20,38,36,30
2272,31,16,Female,23,26,38,39,29
2273,17,38,Female,26,37,42,37,33
2274,15,17,Female,32,25,35,36,32
2275,32,33,Female,25,27,38,30,35
2276,27,36,Female,19,34,38,33,32
2277,16,26,Female,21,28,45,32,30
2278,35,28,Female,28,35,35,26,26
2279,31,47,Female,14,29,37,38,23
2280,32,22,Female,17,30,39,34,23
2281,24,33,Female,24,27,40,32,34
2282,27,36,Female,14,28,42,36,30
2283,28,34,Female,24,40,44,36,33
2284,22,29,Female,29,23,36,30,26
2285,24,18,Female,26,33,38,26,32
2286,16,33,Female,29,28,30,34,36
2287,29,17,Female,19,30,46,33,27
2288,33,35,Female,13,40,47,31,35
2289,24,32,Female,21,29,36,33,28
2290,22,26,Female,26,40,35,25,31
2291,23,24,Female,21,29,32,25,29
2292,24,26,Female,15,26,40,34,25
2293,25,42,Female,22,26,40,37,32
2294,19,23,Female,26,31,35,30,34
2295,26,37,Female,27,31,40,29,38
2296,31,16,Female,28,20,33,33,32
2297,25,22,Female,22,37,39,32,30
2298,30,30,Female,27,29,41,26,30
2299,16,41,Female,29,33,42,24,35
2300,26,34,Female,23,29,35,25,36
2301,32,18,Female,39,21,39,44,33
2302,30,18,Female,20,23,41,29,29
2303,22,34,Female,30,18,40,40,39
2304,20,35,Female,30,22,36,30,30
2305,25,49,Female,19,26,42,41,28
2306,15,33,Female,9,23,33,33,28
2307,24,33,Female,22,32,43,30,31
2308,34,27,Female,19,29,30,32,22
2309,30,22,Female,21,17,35,25,31
2310,10,44,Female,27,30,38,29,38
2311,30,16,Female,29,31,40,26,37
2312,26,26,Female,24,26,34,23,23
2313,16,44,Female,15,29,34,26,41
2314,20,16,Female,16,23,48,34,34
2315,11,45,Female,16,29,43,33,33
2316,28,47,Female,12,35,44,29,27
2317,25,15,Female,31,31,45,31,29
2318,25,72,Female,11,24,36,33,33
2319,22,33,Female,22,33,42,26,31
2320,21,21,Female,19,34,45,39,29
2321,20,44,Female,27,28,40,27,34
2322,14,27,Female,24,34,39,35,30
2323,38,33,Female,25,21,40,25,34
2324,23,28,Female,19,27,34,31,16
2325,17,36,Female,24,36,45,33,31
2326,30,36,Female,26,27,34,23,28
2327,26,33,Female,27,30,29,24,20
2328,23,44,Female,22,26,30,33,24
2329,24,34,Female,20,34,29,29,31
2330,17,20,Female,32,24,41,35,42
2331,20,37,Female,17,34,44,39,26
2332,31,19,Female,29,29,31,29,29
2333,35,31,Female,32,15,30,33,35
2334,13,44,Female,10,35,40,32,32
2335,16,50,Female,12,22,40,30,36
2336,19,23,Female,25,32,37,38,35
2337,25,43,Female,20,27,48,44,27
2338,19,38,Female,15,29,38,33,29
2339,31,12,Female,34,23,42,27,20
2340,22,46,Female,26,26,43,35,42
2341,27,21,Female,32,32,30,29,40
2342,21,36,Female,28,20,35,30,37
2343,36,22,Female,40,30,33,27,40
2344,21,15,Female,28,33,38,28,38
2345,15,42,Female,19,28,32,25,34
2346,12,34,Female,17,21,39,31,33
2347,31,31,Female,24,32,35,33,28
2348,30,29,Female,29,24,36,25,32
2349,29,29,Female,36,17,40,38,37
2350,25,38,Female,35,30,44,30,43
2351,12,36,Female,21,34,33,22,39
2352,20,39,Female,13,29,42,31,32
2353,18,48,Female,27,37,30,22,44
2354,24,34,Female,28,31,32,24,25
2355,24,50,Female,32,24,31,37,24
2356,16,35,Female,22,31,41,27,27
2357,24,38,Female,25,24,36,40,22
2358,24,38,Female,28,23,27,32,35
2359,12,31,Female,27,25,39,40,38
2360,21,51,Female,28,19,15,29,23
2361,17,21,Female,21,29,44,33,32
2362,23,32,Female,15,29,32,31,31
2363,18,29,Female,25,23,45,38,37
2364,32,37,Female,23,17,37,35,28
2365,22,34,Female,28,22,32,33,37
2366,31,24,Female,24,17,41,32,30
2367,32,12,Female,32,29,32,23,43
2368,25,21,Female,30,32,37,37,33
2369,20,42,Female,25,30,44,26,40
2370,29,33,Female,31,19,27,38,34
2371,10,21,Female,29,30,42,31,35
2372,25,46,Female,23,32,37,34,38
2373,34,28,Female,35,28,32,29,32
2374,33,14,Female,28,16,43,29,38
2375,20,16,Female,21,29,43,28,38
2376,36,33,Female,28,31,32,27,24
2377,32,31,Female,23,17,39,44,26
2378,30,13,Female,29,34,42,30,39
2379,20,19,Female,25,34,41,35,28
2380,11,31,Female,16,34,43,30,42
2381,36,38,Female,18,25,45,37,31
2382,37,50,Female,14,21,37,34,26
2383,17,39,Female,27,23,36,35,34
2384,38,26,Female,24,27,41,32,25
2385,26,31,Female,23,32,41,38,38
2386,14,42,Female,12,36,48,35,30
2387,19,51,Female,20,23,26,35,24
2388,30,34,Female,27,37,27,28,38
2389,21,29,Female,16,29,48,36,33
2390,15,29,Female,17,28,34,26,40
2391,24,45,Female,32,36,31,28,43
2392,23,47,Female,24,30,41,33,30
2393,33,28,Female,19,28,47,31,19
2394,19,33,Female,28,31,42,31,37
2395,23,67,Female,22,27,40,27,36
2396,17,48,Female,23,28,34,29,38
2397,28,33,Female,24,24,38,35,28
2398,23,42,Female,27,29,29,19,36
2399,13,50,Female,15,28,45,44,33
2400,27,42,Female,23,30,41,32,28
2401,25,49,Female,29,24,35,38,30
2402,30,35,Female,33,17,37,32,35
2403,34,27,Female,32,28,36,24,33
2404,30,33,Female,18,24,42,29,31
2405,26,25,Female,25,23,43,24,32
2406,20,31,Female,31,25,41,39,45
2407,19,38,Female,25,26,29,24,27
2408,49,25,Female,33,26,35,27,29
2409,25,19,Female,22,29,45,31,35
2410,25,36,Female,24,28,29,31,35
2411,24,30,Female,13,27,45,36,24
2412,27,25,Female,25,22,33,31,28
2413,24,12,Female,16,33,43,32,27
2414,17,27,Female,22,34,34,30,40
2415,28,29,Female,35,18,27,32,31
2416,30,32,Female,24,22,34,31,39
2417,15,51,Female,10,30,45,37,35
2418,22,38,Female,25,35,38,34,33
2419,22,23,Female,14,35,46,35,28
2420,16,28,Female,24,32,31,27,31
2421,24,39,Female,25,22,29,25,30
2422,20,37,Female,27,19,25,26,35
2423,14,32,Female,30,24,30,32,34
2424,24,40,Female,19,29,37,25,32
2425,26,30,Female,23,30,34,25,31
2426,25,32,Female,25,28,25,31,26
2427,29,49,Female,27,27,19,20,33
2428,25,41,Female,23,31,43,31,38
2429,27,22,Female,18,24,43,37,24
2430,18,36,Female,27,21,39,25,33
2431,26,20,Female,28,31,40,25,38
2432,27,36,Female,25,30,30,28,32
2433,20,50,Female,21,31,39,36,29
2434,32,17,Female,27,37,32,25,28
2435,33,12,Female,31,30,36,27,33
2436,26,19,Female,33,25,37,37,31
2437,28,23,Female,12,29,43,27,22
2438,35,42,Female,12,40,45,34,25
2439,27,36,Female,29,34,35,23,42
2440,25,21,Female,28,23,29,26,37
2441,14,63,Female,21,25,34,34,38
2442,36,21,Female,32,23,31,30,31
2443,22,43,Female,20,29,31,38,30
2444,24,45,Female,23,33,15,29,26
2445,29,28,Female,31,23,35,33,35
2446,18,48,Female,19,30,42,35,34
2447,21,45,Female,18,30,36,26,42
2448,28,27,Female,26,30,33,30,23
2449,22,37,Female,27,28,44,38,31
2450,21,60,Female,32,23,29,36,36
2451,31,41,Female,34,24,30,28,33
2452,32,17,Female,37,28,33,34,37
2453,17,39,Female,32,19,22,32,36
2454,33,45,Female,23,25,46,38,38
2455,37,21,Female,26,36,33,28,27
2456,24,25,Female,13,25,42,31,29
2457,21,38,Female,27,22,19,31,35
2458,28,48,Female,32,31,36,28,39
2459,31,34,Female,22,32,43,31,29
2460,32,27,Female,30,35,42,25,38
2461,25,35,Female,27,34,38,34,27
2462,30,41,Female,21,36,39,37,28
2463,17,40,Female,32,18,38,41,44
2464,14,44,Female,23,33,37,38,41
2465,26,41,Female,27,36,42,29,33
2466,23,21,Female,30,34,32,27,37
2467,30,29,Female,21,26,34,29,30
2468,20,26,Female,25,23,36,32,34
2469,20,23,Female,21,26,41,25,19
2470,24,33,Female,19,33,41,33,33
2471,37,28,Female,15,22,47,33,22
2472,22,34,Female,21,27,42,29,33
2473,35,57,Female,22,24,38,27,29
2474,26,12,Female,25,34,35,29,30
2475,22,38,Female,25,36,49,41,45
2476,22,12,Female,20,36,32,30,27
2477,27,27,Female,15,30,46,24,32
2478,18,33,Female,24,25,35,28,39
2479,25,13,Female,24,15,38,32,39
2480,20,36,Female,17,29,35,33,35
2481,31,28,Female,19,26,37,31,29
2482,18,52,Female,20,18,33,34,26
2483,32,28,Female,29,23,31,30,38
2484,22,30,Female,22,31,36,26,33
2485,22,32,Female,23,26,44,40,36
2486,26,35,Female,15,36,35,29,36
2487,31,27,Female,17,32,38,34,19
2488,21,35,Female,27,26,30,33,32
2489,29,26,Female,21,34,36,27,25
2490,19,33,Female,31,18,25,31,42
2491,23,35,Female,32,30,42,36,41
2492,18,41,Female,13,26,40,36,27
2493,33,26,Female,28,21,30,42,29
2494,23,20,Female,22,20,35,34,29
2495,17,39,Female,23,27,35,30,32
2496,25,36,Female,27,18,38,40,32
2497,18,43,Female,29,20,36,38,34
2498,36,16,Female,25,30,40,34,28
2499,21,33,Female,23,26,32,30,22
2500,28,25,Female,23,35,37,36,31
2501,31,22,Female,11,22,44,31,26
2502,15,23,Female,21,23,41,41,25
2503,35,24,Female,24,34,27,26,27
2504,19,36,Female,22,20,35,28,26
2505,15,27,Female,16,32,47,33,43
2506,14,33,Female,23,32,43,35,40
2507,22,18,Female,25,13,49,42,39
2508,26,25,Female,24,27,43,27,38
2509,18,41,Female,27,26,36,34,34
2510,35,12,Female,29,27,35,14,33
2511,24,37,Female,28,26,30,38,28
2512,24,43,Female,26,36,43,35,33
2513,26,32,Female,24,15,47,33,32
2514,23,29,Female,27,19,36,32,40
2515,26,27,Female,21,36,45,29,32
2516,10,67,Female,13,26,49,27,30
2517,29,33,Female,29,33,41,29,29
2518,28,31,Female,26,31,34,27,41
2519,30,22,Female,29,35,34,26,29
2520,32,15,Female,35,24,30,28,34
2521,34,12,Female,30,29,39,40,36
2522,23,19,Female,34,26,31,28,37
2523,21,36,Female,20,37,37,28,22
2524,22,27,Female,25,22,27,30,37
2525,27,31,Female,26,25,36,20,32
2526,12,32,Female,29,34,36,25,36
2527,27,40,Female,30,20,36,30,37
2528,31,25,Female,18,40,37,29,23
2529,37,36,Female,25,22,39,40,38
2530,31,23,Female,28,27,42,32,34
2531,22,33,Female,23,36,38,34,30
2532,24,24,Female,30,27,38,34,35
2533,24,39,Female,25,32,33,33,23
2534,31,20,Female,32,27,35,19,41
2535,27,26,Female,32,31,39,24,28
2536,20,24,Female,13,38,42,38,30
2537,27,21,Female,20,19,37,29,35
2538,26,23,Female,24,24,37,31,35
2539,11,49,Female,15,29,43,30,25
2540,22,38,Female,29,27,31,31,35
2541,17,31,Female,25,29,36,20,39
2542,40,25,Female,33,27,29,29,26
2543,27,14,Female,26,25,41,33,40
2544,21,36,Female,20,24,38,31,30
2545,28,36,Female,33,18,37,33,31
2546,34,27,Female,21,27,38,29,26
2547,22,52,Female,25,30,32,33,27
2548,29,40,Female,30,25,30,27,41
2549,38,12,Female,32,35,31,26,34
2550,24,32,Female,27,25,44,45,32
2551,30,36,Female,25,37,30,29,31
2552,31,30,Female,29,24,35,31,30
2553,20,29,Female,24,20,34,23,28
2554,31,34,Female,27,23,42,24,33
2555,27,20,Female,20,24,40,35,24
2556,28,41,Female,24,23,33,31,33
2557,15,25,Female,15,31,47,43,26
2558,22,36,Female,16,24,23,26,30
2559,26,32,Female,26,29,41,26,34
2560,34,19,Female,23,32,39,31,32
2561,28,52,Female,22,34,38,35,34
2562,23,24,Female,28,33,36,39,34
2563,25,31,Female,27,30,37,27,39
2564,31,16,Female,23,37,27,18,28
2565,16,25,Female,20,31,38,36,25
2566,26,37,Female,28,19,34,29,34
2567,26,22,Female,26,38,44,25,24
2568,26,28,Female,26,20,35,33,32
2569,24,53,Female,23,37,34,35,40
2570,27,39,Female,13,36,39,29,23
2571,15,28,Female,23,18,34,34,43
2572,21,25,Female,14,26,41,33,24
2573,32,27,Female,28,22,37,37,38
2574,28,36,Female,20,31,40,27,43
2575,28,33,Female,24,25,43,30,32
2576,19,37,Female,13,34,49,29,25
2577,23,15,Female,26,31,43,37,35
2578,27,24,Female,22,28,49,27,30
2579,20,20,Female,21,33,47,33,44
2580,31,23,Female,34,33,31,35,35
2581,29,25,Female,27,30,34,26,37
2582,32,26,Female,22,37,47,32,31
2583,23,15,Female,26,26,47,41,42
2584,32,19,Female,35,25,32,35,37
2585,36,16,Female,27,35,41,32,26
2586,35,13,Female,30,20,33,29,35
2587,18,21,Female,16,29,45,33,29
2588,23,21,Female,23,28,46,27,32
2589,25,29,Female,30,22,30,27,30
2590,32,25,Female,25,22,35,32,34
2591,22,30,Female,34,25,33,28,41
2592,27,20,Female,30,28,32,29,29
2593,20,27,Female,23,25,42,36,36
2594,23,34,Female,28,29,39,32,33
2595,21,34,Female,18,28,44,28,32
2596,19,38,Female,34,22,23,32,29
2597,23,33,Female,18,20,41,32,28
2598,26,38,Female,20,17,47,34,32
2599,23,54,Female,28,23,20,28,34
2600,25,28,Female,22,40,40,19,41
2601,30,16,Female,30,31,38,27,44
2602,14,49,Female,21,20,39,40,31
2603,39,19,Female,27,19,38,24,25
2604,28,33,Female,22,37,42,29,37
2605,35,31,Female,26,34,36,28,34
2606,36,32,Female,26,25,37,34,26
2607,17,36,Female,24,24,30,34,40
2608,20,52,Female,18,33,43,42,28
2609,17,43,Female,22,28,41,34,44
2610,35,24,Female,39,18,31,36,35
2611,13,31,Female,23,35,42,28,36
2612,18,23,Female,23,25,41,34,42
2613,32,28,Female,10,27,44,31,28
2614,21,31,Female,28,20,32,29,32
2615,22,40,Female,25,25,37,32,41
2616,19,43,Female,23,25,32,31,29
2617,15,29,Female,26,23,29,34,36
2618,40,12,Female,29,28,42,28,19
2619,24,27,Female,30,27,31,31,33
2620,13,39,Female,10,21,38,36,25
2621,34,29,Female,22,19,34,29,28
2622,29,42,Female,26,31,33,31,34
2623,31,14,Female,25,31,28,27,22
2624,27,36,Female,23,26,46,36,31
2625,21,38,Female,28,29,30,27,36
2626,25,44,Female,21,24,31,31,25
2627,13,37,Female,15,16,35,25,38
2628,34,17,Female,23,15,37,30,27
2629,26,31,Female,22,25,43,36,38
2630,21,51,Female,18,34,31,39,26
2631,27,20,Female,27,25,36,34,29
2632,25,39,Female,25,15,38,31,25
2633,38,18,Female,19,27,44,33,32
2634,24,22,Female,29,30,37,31,27
2635,26,32,Female,23,31,40,27,35
2636,27,44,Female,14,26,39,26,33
2637,14,68,Female,12,27,43,39,42
2638,33,29,Female,25,32,35,39,40
2639,32,34,Female,28,32,45,29,32
2640,26,33,Female,19,31,44,34,32
2641,32,33,Female,34,26,32,26,37
2642,27,35,Female,27,23,31,28,37
2643,15,17,Female,25,31,42,32,34
2644,27,34,Female,24,23,31,31,26
2645,32,47,Female,31,26,33,22,32
2646,33,18,Female,29,27,32,28,22
2647,17,45,Female,21,31,43,36,40
2648,28,26,Female,17,23,40,33,21
2649,17,40,Female,15,25,34,30,24
2650,35,32,Female,31,19,41,36,30
2651,15,34,Female,17,17,41,33,29
2652,21,37,Female,20,26,36,34,31
2653,29,34,Female,21,18,35,36,27
2654,17,41,Female,23,26,38,26,33
2655,18,21,Female,35,25,28,32,32
2656,16,37,Female,26,31,32,21,33
2657,31,45,Female,21,32,42,34,30
2658,21,59,Female,16,18,46,34,37
2659,28,36,Female,20,25,33,36,30
2660,30,23,Female,26,31,30,29,27
2661,21,39,Female,24,37,41,31,38
2662,29,26,Female,13,22,45,34,28
2663,25,65,Female,29,25,38,27,32
2664,27,16,Female,21,24,39,37,16
2665,21,40,Female,21,27,40,35,25
2666,33,38,Female,21,33,40,33,33
2667,27,21,Female,27,26,42,30,34
2668,19,29,Female,25,30,29,34,33
2669,30,24,Female,32,19,42,32,41
2670,28,34,Female,34,30,29,35,31
2671,21,36,Female,27,28,39,37,33
2672,20,44,Female,28,26,35,30,34
2673,47,19,Female,24,23,32,30,28
2674,13,66,Female,19,29,42,38,36
2675,24,60,Female,19,38,38,28,33
2676,29,33,Female,27,20,42,32,32
2677,27,26,Female,19,31,37,29,35
2678,34,13,Female,20,28,42,32,34
2679,27,31,Female,35,23,27,29,36
2680,13,42,Female,20,28,38,27,30
2681,26,14,Female,17,21,40,20,40
2682,21,47,Female,16,30,34,38,20
2683,21,35,Female,14,29,48,33,21
2684,33,42,Female,28,24,29,29,40
2685,25,55,Female,25,33,36,26,31
2686,22,48,Female,20,28,36,24,35
2687,20,28,Female,25,25,38,32,25
2688,28,28,Female,23,29,42,25,36
2689,28,24,Female,30,31,29,29,29
2690,28,36,Female,25,32,45,27,37
2691,24,23,Female,24,23,38,36,28
2692,27,12,Female,23,40,32,31,30
2693,35,35,Female,26,22,31,22,32
2694,24,24,Female,31,25,43,33,29
2695,22,33,Female,22,23,36,33,25
2696,14,30,Female,25,32,39,42,40
2697,27,30,Female,14,18,41,20,25
2698,29,41,Female,33,35,37,28,42
2699,21,37,Female,34,25,35,27,41
2700,28,43,Female,18,18,33,26,26
2701,28,35,Female,21,35,38,30,31
2702,30,37,Female,30,22,34,28,28
2703,19,31,Female,22,23,37,30,30
2704,20,29,Female,26,40,39,25,31
2705,28,35,Female,22,23,29,27,38
2706,22,25,Female,23,25,48,41,31
2707,18,40,Female,26,30,33,33,29
2708,29,18,Female,22,26,39,28,28
2709,25,28,Female,21,39,42,30,37
2710,23,13,Female,27,27,36,37,31
2711,31,23,Female,17,33,39,28,23
2712,24,28,Female,21,20,31,29,28
2713,17,37,Female,28,27,31,30,40
2714,26,29,Female,23,29,35,31,29
2715,28,33,Female,23,35,44,38,22
2716,30,14,Female,39,21,23,25,34
2717,25,35,Female,21,30,40,31,28
2718,29,32,Female,26,36,34,35,28
2719,24,21,Female,25,29,38,31,16
2720,27,29,Female,19,28,38,28,30
2721,25,40,Female,20,27,40,35,32
2722,28,31,Female,26,19,40,40,32
2723,23,49,Female,25,20,39,34,30
2724,26,37,Female,17,24,45,31,27
2725,24,31,Female,23,24,36,32,32
2726,38,30,Female,25,26,41,34,30
2727,14,39,Female,18,38,34,31,31
2728,14,35,Female,22,34,43,35,30
2729,21,56,Female,26,23,31,36,35
2730,28,36,Female,22,26,41,29,35
2731,33,40,Female,24,31,34,32,31
2732,12,54,Female,23,23,31,23,42
2733,26,29,Female,30,36,30,31,33
2734,31,20,Female,20,32,38,24,28
2735,22,31,Female,28,28,34,28,27
2736,19,26,Female,15,26,44,34,34
2737,29,35,Female,17,36,40,25,25
2738,25,46,Female,34,30,33,37,39
2739,28,25,Female,25,17,40,35,26
2740,29,30,Female,32,20,31,28,26
2741,20,37,Female,19,32,38,29,37
2742,26,36,Female,18,28,40,35,22
2743,19,22,Female,19,19,44,34,33
2744,25,20,Female,25,29,28,33,30
2745,23,36,Female,31,14,44,25,44
2746,28,29,Female,12,20,41,30,32
2747,28,32,Female,27,32,30,37,30
2748,21,30,Female,20,28,37,36,26
2749,21,35,Female,29,26,32,39,29
2750,25,35,Female,33,21,36,22,37
2751,26,14,Female,21,26,39,31,30
2752,26,36,Female,13,23,36,29,25
2753,32,32,Female,30,30,41,29,44
2754,22,34,Female,28,31,37,41,30
2755,24,41,Female,29,26,29,34,33
2756,32,36,Female,13,29,31,35,21
2757,29,52,Female,20,31,37,35,35
2758,21,25,Female,29,22,34,33,37
2759,33,24,Female,37,23,36,31,34
2760,32,12,Female,28,31,45,31,39
2761,23,46,Female,18,26,44,31,37
2762,24,40,Female,21,27,39,35,39
2763,38,14,Female,29,31,31,28,17
2764,29,43,Female,36,32,26,29,32
2765,27,32,Female,26,25,32,32,26
2766,25,21,Female,21,26,39,39,34
2767,28,39,Female,18,29,39,32,30
2768,20,52,Female,22,25,31,23,37
2769,19,35,Female,16,25,33,26,26
2770,25,46,Female,33,33,37,31,38
2771,26,13,Female,23,25,43,32,33
2772,18,52,Female,25,32,34,30,26
2773,26,39,Female,18,30,36,27,31
2774,15,38,Female,26,25,37,33,30
2775,21,20,Female,19,32,34,27,33
2776,27,33,Female,20,16,37,25,33
2777,29,41,Female,13,33,48,34,35
2778,24,58,Female,22,33,43,28,31
2779,37,50,Female,29,21,28,29,26
2780,38,24,Female,31,18,35,30,34
2781,26,49,Female,25,25,40,24,29
2782,28,33,Female,22,28,35,24,23
2783,27,23,Female,30,26,35,28,34
2784,30,36,Female,17,26,42,30,29
2785,25,43,Female,13,38,46,34,32
2786,15,41,Female,16,25,37,27,30
2787,19,36,Female,18,27,40,38,36
2788,32,29,Female,34,32,35,37,40
2789,47,17,Female,35,24,31,24,32
2790,14,49,Female,16,28,42,39,26
2791,18,50,Female,27,26,39,34,31
2792,30,33,Female,20,28,34,24,27
2793,22,49,Female,11,22,33,37,29
2794,22,27,Female,24,27,41,33,35
2795,25,40,Female,17,34,32,30,27
2796,19,33,Female,22,30,46,30,33
2797,22,33,Female,28,23,37,34,28
2798,35,48,Female,23,32,48,37,39
2799,28,25,Female,27,26,37,26,31
2800,25,36,Female,36,24,33,37,35
2801,23,22,Female,32,26,34,30,35
2802,21,44,Female,10,26,38,28,21
2803,26,15,Female,28,29,41,37,28
2804,44,17,Female,29,20,32,33,21
2805,20,34,Female,26,18,32,25,31
2806,31,29,Female,22,22,49,39,25
2807,30,23,Female,32,23,36,32,40
2808,17,22,Female,26,16,40,25,43
2809,27,45,Female,22,31,41,31,27
2810,27,58,Female,24,38,35,27,31
2811,26,38,Female,24,24,34,34,29
2812,21,41,Female,15,31,39,36,37
2813,34,48,Female,33,25,25,24,32
2814,29,13,Female,27,25,46,24,34
2815,22,29,Female,21,29,36,33,33
2816,27,27,Female,23,20,49,36,28
2817,26,42,Female,29,23,35,37,28
2818,28,31,Female,22,26,39,27,41
2819,11,54,Female,22,33,31,30,38
2820,20,13,Female,39,25,31,28,39
2821,26,28,Female,23,20,45,36,33
2822,23,18,Female,19,23,44,35,29
2823,13,19,Female,15,20,46,32,36
2824,19,36,Female,20,30,39,30,33
2825,39,16,Female,39,16,33,28,34
2826,18,30,Female,20,26,35,38,31
2827,25,40,Female,16,30,42,38,31
2828,24,35,Female,27,13,39,35,25
2829,26,30,Female,31,29,42,31,31
2830,28,20,Female,24,31,37,35,42
2831,13,44,Female,22,27,33,32,35
2832,30,38,Female,17,39,40,31,31
2833,18,26,Female,14,31,46,31,27
2834,25,25,Female,16,32,45,42,34
2835,27,25,Female,27,28,38,30,28
2836,26,29,Female,24,32,40,31,29
2837,31,38,Female,24,24,31,23,23
2838,29,36,Female,23,23,35,42,30
2839,16,49,Female,18,26,43,33,34
2840,33,37,Female,25,36,35,29,28
2841,19,31,Female,19,24,39,37,31
2842,15,29,Female,18,21,45,35,32
