"FOMO","Age","N","E","O","A","C","TotalFollowers"
12,49,21,33,36,30,39,183
25,35,22,29,32,28,26,231
20,54,22,33,45,32,28,126
31,43,34,28,36,27,32,398
28,27,30,26,39,41,35,196
26,25,26,20,47,24,34,126
17,46,22,22,41,33,32,85
30,28,31,21,39,35,39,378
30,33,25,31,48,38,40,253
14,35,27,23,32,35,30,184
20,33,15,31,44,33,29,157
38,22,27,25,38,40,14,233
28,44,26,20,34,33,33,329
24,57,18,25,38,26,28,181
28,41,17,28,39,36,27,431
31,26,19,31,48,23,41,292
17,32,9,28,43,25,34,157
20,35,28,33,28,38,31,416
29,37,26,17,35,32,31,218
19,38,25,29,42,39,38,340
18,42,18,33,38,32,34,82
28,21,25,22,35,35,32,292
10,70,11,29,35,27,30,3
16,42,23,28,36,36,36,141
23,31,18,23,30,24,33,83
29,25,35,24,34,29,31,297
21,24,12,21,29,38,25,65
33,18,30,28,32,35,36,307
27,51,16,31,41,33,15,78
26,28,20,36,39,24,28,110
28,32,27,32,38,29,35,331
34,33,24,23,41,23,31,294
37,19,27,34,35,29,24,287
18,46,27,32,40,26,40,232
33,33,14,31,38,31,28,288
33,33,25,20,41,27,31,231
27,36,21,29,32,34,31,241
22,21,23,29,41,25,35,150
23,27,20,28,36,26,28,253
12,46,31,26,35,40,43,201
12,38,19,31,39,36,30,126
29,40,23,32,40,32,28,173
18,30,14,29,34,36,17,234
24,35,17,26,41,29,32,48
21,33,24,34,43,29,39,134
35,32,21,33,42,31,19,112
33,34,27,19,35,33,32,232
32,49,24,24,25,30,31,184
19,22,17,32,38,30,24,191
29,37,29,22,38,24,26,317
32,46,25,26,37,35,34,205
23,22,32,25,34,31,41,35
24,20,16,27,38,25,33,313
21,26,25,35,44,30,34,240
19,43,20,23,48,35,28,92
30,32,25,25,44,32,29,156
25,28,27,22,35,42,36,396
23,31,23,24,32,25,32,239
28,38,30,21,47,37,30,232
28,34,29,24,31,32,38,162
12,29,22,34,49,31,34,55
31,46,28,29,43,31,30,272
23,44,18,26,34,30,29,150
15,40,15,27,42,40,34,256
31,43,21,36,25,32,22,207
22,36,22,28,44,30,36,119
27,36,20,14,39,26,26,172
24,26,25,28,37,32,33,125
22,35,24,17,37,36,33,129
27,24,20,25,44,43,23,222
24,38,27,26,43,29,31,126
25,24,32,27,30,34,26,358
31,40,15,35,42,26,23,142
29,16,19,25,40,31,20,420
20,50,27,23,32,27,37,259
14,36,18,33,36,32,31,273
23,44,23,27,36,33,24,263
19,35,24,20,31,24,45,250
26,29,19,24,45,33,36,98
32,21,29,20,41,34,28,276
15,50,17,24,31,34,27,339
23,60,26,23,36,32,41,261
33,31,22,26,27,28,32,279
16,30,19,28,44,24,30,126
30,37,18,25,44,24,25,28
30,43,31,24,31,28,33,62
38,19,26,21,38,22,27,246
22,14,13,22,43,36,36,280
22,39,25,22,36,28,31,306
26,41,22,21,43,35,29,228
10,21,13,33,48,32,41,224
17,22,22,26,37,32,26,183
29,25,27,23,32,26,26,153
28,23,22,32,46,32,31,309
30,28,29,38,43,38,44,318
26,41,30,15,32,29,26,22
21,30,21,30,40,25,35,141
34,23,36,27,40,32,30,192
31,21,25,31,42,32,33,333
19,13,19,30,45,27,28,213
23,46,20,27,40,33,30,103
27,41,24,29,41,33,31,176
36,38,23,20,40,34,28,223
23,33,24,24,43,37,31,236
37,31,18,27,24,27,26,398
21,58,25,21,40,28,28,224
28,38,22,20,33,26,34,83
23,33,25,36,30,32,40,219
23,32,23,25,36,33,33,264
31,37,24,25,35,24,22,266
15,33,22,17,50,31,42,117
39,26,36,22,34,29,20,314
25,46,22,31,36,25,36,240
27,45,22,17,30,35,25,274
29,35,23,21,33,37,25,270
35,27,30,21,29,29,31,306
17,31,17,31,41,34,33,109
14,18,27,29,35,31,36,288
22,25,32,35,31,34,43,366
26,26,20,30,41,27,29,230
15,53,22,26,41,31,33,194
28,28,30,31,39,34,31,202
20,43,33,34,37,28,31,83
24,29,20,25,27,31,29,143
29,22,35,20,41,30,30,266
32,12,24,17,33,29,30,273
35,28,32,21,36,30,29,169
33,28,37,20,34,39,32,241
19,30,25,24,41,31,30,251
14,48,24,31,40,38,32,351
29,42,23,22,40,34,40,103
23,30,17,25,37,31,20,123
29,33,33,36,36,29,33,233
22,51,21,20,32,30,25,217
21,53,24,24,30,25,32,49
11,37,18,38,33,34,39,157
26,43,23,34,34,26,30,206
35,27,31,23,33,34,32,255
23,42,19,30,42,25,34,232
28,43,31,21,39,28,40,280
24,45,27,27,35,34,32,69
13,46,19,26,29,34,32,189
19,47,12,36,31,31,33,96
20,19,25,31,30,28,38,199
27,46,21,22,40,33,23,75
26,32,21,39,33,35,34,121
23,24,27,28,38,23,27,192
29,29,22,32,27,29,31,302
20,29,20,19,45,36,29,126
27,40,22,32,30,32,25,209
13,31,21,30,44,36,36,235
17,31,30,19,27,34,32,102
19,43,23,25,38,30,34,187
19,50,34,13,40,30,29,213
20,33,30,28,29,22,40,321
34,19,27,23,30,37,35,317
29,29,34,28,27,25,32,181
18,42,20,20,32,32,30,333
31,18,23,27,36,27,33,165
18,28,21,28,43,23,30,271
26,34,28,23,37,31,31,180
24,30,15,27,45,27,32,61
31,22,28,12,29,31,24,123
16,36,19,30,40,27,38,105
33,36,21,33,45,32,28,150
30,34,21,20,37,28,28,175
22,32,22,30,44,36,28,110
19,27,14,30,29,27,28,191
19,25,25,19,39,33,37,141
31,26,27,31,39,30,30,157
29,20,26,24,43,21,34,268
30,34,16,30,26,34,32,282
18,35,10,30,41,26,29,55
19,33,23,23,45,39,38,415
22,34,21,19,28,34,32,256
22,55,26,23,35,26,39,267
29,37,22,25,34,27,25,207
31,22,24,25,37,34,26,388
29,21,25,25,37,26,32,106
29,21,20,21,39,21,31,203
18,42,14,32,39,31,24,210
28,30,23,18,42,25,21,74
30,36,19,18,46,34,25,259
20,43,31,26,39,39,27,212
38,17,29,17,37,29,28,273
18,35,18,31,33,28,25,129
30,29,29,24,29,17,31,172
32,16,20,27,39,27,30,142
26,33,17,32,28,21,34,148
32,44,19,24,37,43,33,376
25,42,30,25,28,29,44,291
25,14,17,26,43,26,27,255
25,25,18,28,45,30,32,218
31,28,29,22,45,28,32,149
25,35,26,27,37,27,27,282
25,27,26,25,44,35,35,190
17,53,24,27,28,23,26,255
13,39,14,37,38,30,33,134
18,40,23,25,35,29,38,103
12,52,32,25,45,26,43,149
30,26,35,24,28,26,41,257
16,33,17,25,46,32,23,214
28,22,32,36,45,27,30,232
19,19,23,26,47,37,32,266
30,40,20,30,36,29,38,247
27,29,32,29,29,26,34,320
27,34,23,21,29,28,28,282
25,45,25,19,35,35,27,203
35,31,31,19,38,35,36,132
24,35,28,22,36,28,36,153
25,28,32,23,32,27,34,181
24,39,27,36,37,39,30,285
32,14,13,26,40,37,26,401
32,36,21,28,29,23,19,274
33,31,22,26,47,37,25,114
29,30,36,31,38,30,45,145
23,37,26,25,24,33,27,143
33,37,23,19,37,23,25,196
35,37,29,39,47,28,27,305
25,25,21,29,36,38,26,317
13,43,16,24,40,29,32,132
15,22,30,23,36,33,40,167
28,36,26,23,42,20,33,145
14,57,26,25,38,30,40,34
26,34,28,25,34,34,30,202
19,23,17,35,47,26,18,237
32,35,30,22,41,40,25,211
25,36,32,26,36,18,41,179
17,36,22,24,26,28,41,147
23,27,28,18,35,30,37,29
29,22,28,34,39,25,26,375
27,38,18,30,33,33,23,248
20,37,20,32,39,28,39,179
22,41,17,33,42,41,20,135
26,32,22,26,27,24,27,192
15,41,15,31,33,34,23,165
18,32,22,24,39,37,24,140
25,28,29,32,38,25,40,104
30,53,26,28,35,34,21,215
25,47,25,26,39,35,35,224
24,40,17,33,41,29,21,152
21,49,18,35,36,38,28,224
32,38,33,20,41,28,38,10
26,30,37,39,32,18,45,203
25,34,27,18,43,28,42,83
20,29,20,25,36,24,24,7
30,24,29,22,44,35,31,279
21,33,25,32,42,26,29,116
24,23,27,28,36,29,29,141
24,27,25,22,44,37,40,300
17,54,16,21,36,40,24,59
24,42,23,18,36,30,25,286
25,42,27,32,33,33,36,309
23,45,15,13,39,33,31,254
28,27,25,29,36,28,24,144
27,39,23,29,29,25,38,189
25,43,29,28,46,28,31,192
26,47,18,33,44,39,30,129
22,40,13,12,43,38,34,197
24,23,19,33,32,26,31,155
21,34,15,17,33,37,33,118
32,34,14,25,44,38,27,226
36,29,23,22,28,26,29,322
28,13,18,31,39,30,33,348
29,21,25,31,39,27,29,358
23,37,17,25,39,20,29,141
14,31,22,22,41,33,28,202
11,35,12,28,48,27,27,68
24,34,18,21,42,34,29,29
23,34,18,21,38,32,25,191
19,39,22,32,33,28,31,250
38,37,28,23,29,29,26,185
28,49,14,29,40,32,35,208
25,26,16,26,41,33,38,250
36,18,32,31,40,27,30,199
29,35,38,10,36,23,37,210
28,29,20,24,27,33,19,242
18,38,14,36,42,36,31,238
23,25,27,38,44,31,35,275
42,24,26,30,30,28,29,356
16,41,17,29,34,34,37,278
27,37,23,17,47,18,32,64
25,30,20,29,42,31,27,154
32,13,31,24,43,29,28,113
40,25,30,31,37,26,34,335
22,54,24,25,29,24,35,195
20,50,19,27,36,35,33,218
27,27,27,27,37,31,27,200
30,33,31,34,31,27,37,282
34,13,15,27,34,31,18,364
18,38,18,17,23,27,28,63
29,19,23,27,37,36,31,201
23,43,26,13,38,26,35,115
22,28,16,40,39,31,26,286
17,40,29,20,25,36,39,163
27,37,28,34,41,34,37,318
22,41,13,37,42,30,30,204
20,56,26,18,38,33,37,66
31,48,25,36,36,32,34,297
10,24,23,29,38,35,34,262
20,30,17,38,41,34,32,213
11,36,17,28,31,40,37,398
24,29,25,23,37,25,32,111
32,22,21,29,45,36,29,220
34,25,31,24,28,24,31,242
31,25,26,37,42,30,38,238
38,44,23,23,36,24,21,263
22,48,25,35,36,28,34,381
21,47,23,19,35,32,34,158
13,42,21,22,37,31,35,128
27,16,29,26,34,28,29,113
23,38,17,28,45,32,41,115
28,44,37,19,31,35,32,289
12,47,24,35,45,29,33,94
14,35,26,15,36,34,43,128
35,21,20,26,35,25,24,84
28,37,28,23,30,26,35,323
31,37,24,16,44,33,34,193
13,40,14,27,39,32,33,72
26,26,28,25,30,26,33,289
14,45,18,18,36,31,22,188
19,15,29,28,34,32,35,231
15,55,26,25,39,33,36,173
25,38,18,25,34,32,32,339
28,17,36,36,30,32,28,314
22,29,13,18,40,32,28,86
23,42,28,27,30,38,26,164
32,38,27,29,29,35,37,215
24,23,23,9,46,37,26,112
14,42,9,27,40,31,34,65
18,25,27,11,43,34,25,204
30,23,21,25,33,29,29,289
38,34,27,20,46,29,30,435
35,29,20,25,32,36,32,221
13,27,13,37,45,27,28,92
24,38,19,35,40,29,33,16
15,44,22,17,33,36,29,193
16,38,20,25,48,28,30,52
31,41,30,27,44,26,41,257
26,29,22,18,38,33,27,127
24,47,19,23,42,29,31,64
24,40,26,19,32,26,33,114
29,28,22,25,39,25,35,126
28,34,25,24,40,33,36,92
20,49,19,28,35,25,31,351
11,35,17,29,32,30,26,60
30,14,25,28,47,39,29,399
18,32,15,28,37,28,26,134
27,39,27,34,19,27,21,278
25,41,23,23,31,24,38,113
21,35,25,26,40,33,35,286
27,39,12,38,32,34,31,207
24,29,20,22,44,34,32,123
17,26,23,27,29,32,33,157
20,15,21,17,45,33,42,254
22,45,20,26,48,30,33,224
26,19,32,29,37,41,40,310
24,46,14,16,31,34,27,69
29,41,27,18,48,33,30,234
19,38,13,26,37,33,28,52
26,20,19,22,43,39,35,334
26,44,16,33,41,39,27,282
36,25,27,20,45,18,20,229
24,22,23,23,41,24,36,239
30,33,25,22,40,30,21,361
27,35,31,17,29,24,35,50
20,44,23,25,43,32,43,287
30,36,23,26,43,39,33,107
21,36,15,22,32,40,20,58
22,25,23,28,37,31,33,199
15,39,24,28,41,33,33,158
26,34,25,40,36,36,43,97
23,42,15,32,38,33,29,152
24,41,23,25,34,23,23,254
33,12,25,23,28,33,30,176
22,44,25,34,39,29,31,311
31,35,17,29,48,33,32,295
29,27,27,25,46,33,31,131
27,36,29,20,41,33,29,280
26,14,19,22,28,36,23,247
28,28,20,29,31,30,24,86
21,34,25,28,25,20,27,284
37,12,34,33,43,27,28,355
23,29,16,38,39,31,25,220
25,28,23,14,36,28,34,147
23,34,20,38,32,33,35,240
28,44,28,19,38,34,37,433
24,36,21,32,36,34,31,178
19,36,17,18,39,29,33,225
17,41,18,30,49,25,33,109
20,37,23,23,32,35,34,221
27,30,21,38,45,27,27,118
21,42,12,31,36,39,27,213
29,38,38,20,46,27,37,75
28,29,12,31,48,35,24,166
27,36,19,31,32,29,22,79
28,36,21,26,38,33,36,173
26,36,26,21,32,35,22,207
25,18,10,28,44,35,27,301
30,24,20,24,39,37,27,234
24,43,24,36,36,22,37,13
21,30,28,21,27,27,37,163
28,25,20,21,43,31,37,281
37,23,30,22,38,24,31,134
24,22,31,25,38,39,37,443
26,23,20,30,47,30,29,77
21,29,17,24,39,30,27,105
21,35,17,25,31,35,27,198
17,34,21,33,42,28,28,328
34,37,29,21,29,21,35,85
27,18,26,22,41,28,33,204
19,32,28,18,47,35,34,250
19,46,22,30,37,32,41,281
26,37,22,22,44,42,37,298
22,36,21,25,34,36,37,281
25,45,26,21,43,32,19,214
46,21,22,33,34,31,19,279
18,34,18,32,41,29,37,134
25,30,14,39,35,24,25,172
22,30,12,28,33,35,20,118
26,46,26,24,29,21,35,128
30,33,18,26,34,39,18,249
27,25,21,34,36,37,33,345
22,35,18,23,34,19,34,107
27,23,22,26,36,34,30,174
28,32,18,20,42,38,35,243
14,58,17,26,42,35,29,101
21,16,23,30,36,32,24,127
25,34,23,39,40,22,33,110
16,43,24,27,35,32,44,128
31,30,24,28,36,39,38,367
19,27,21,15,42,26,30,132
29,20,20,20,37,26,39,67
21,16,27,28,41,24,28,123
20,46,23,25,44,34,26,82
23,29,28,25,43,34,34,212
26,55,29,21,29,32,28,168
15,20,26,28,48,28,32,133
18,35,21,22,34,28,29,122
19,30,31,18,44,38,44,226
19,39,26,18,43,39,29,15
22,46,15,18,38,41,23,137
24,41,29,27,46,34,30,187
26,34,21,26,28,30,25,170
32,34,26,29,34,27,25,275
27,32,20,22,39,38,25,359
23,30,20,21,37,36,25,215
24,39,13,29,48,35,31,90
24,42,9,18,39,31,30,59
36,36,17,29,48,34,30,142
25,33,17,40,40,34,32,198
18,46,21,16,47,28,35,155
23,39,22,22,36,32,37,322
28,17,22,23,49,40,34,194
13,50,28,23,41,29,26,86
18,39,15,35,42,30,39,114
40,13,20,30,36,26,23,390
37,17,26,11,36,36,20,145
25,37,23,16,29,27,24,121
22,33,31,31,38,30,35,182
23,36,20,22,30,30,26,111
21,42,29,32,41,36,33,278
24,25,28,28,36,34,31,67
19,51,17,26,37,31,28,24
20,48,30,25,23,36,34,129
20,30,20,24,35,28,33,90
17,51,20,18,31,18,27,10
24,34,26,26,46,22,26,68
32,46,29,17,24,37,29,150
29,49,20,21,37,25,32,99
24,57,26,31,45,30,32,118
42,27,26,27,43,28,31,263
22,17,24,21,35,26,45,104
13,30,19,34,33,31,27,215
23,45,18,30,40,38,20,171
28,44,25,28,44,39,36,124
25,36,18,38,46,33,23,77
12,31,30,23,45,36,38,244
26,34,23,23,24,24,32,112
31,25,27,20,45,31,28,111
35,33,29,29,37,27,34,286
33,28,20,31,36,32,17,301
33,33,24,20,35,27,26,185
23,33,26,24,24,26,29,112
17,44,8,27,45,37,23,104
13,47,21,28,48,40,32,266
16,44,26,36,32,30,34,215
23,35,13,29,41,33,21,179
23,24,14,33,42,29,22,182
15,40,15,26,48,41,27,80
15,36,18,26,38,33,25,237
13,61,24,28,37,32,36,83
37,36,31,28,45,22,33,107
28,17,25,15,29,35,28,209
28,27,25,24,42,39,37,242
23,25,26,24,32,31,28,125
27,43,19,31,38,30,27,157
25,26,25,27,37,34,31,301
28,37,26,30,36,26,30,259
32,25,25,30,36,38,30,347
36,40,25,26,31,31,28,246
34,33,33,12,42,41,35,197
31,45,26,33,44,27,31,256
16,60,26,26,50,27,41,62
23,34,26,16,31,35,38,103
29,49,33,30,31,25,41,266
35,26,31,24,36,21,37,261
17,30,23,29,32,33,30,234
30,19,26,24,49,30,34,178
22,39,30,26,45,31,34,131
15,58,28,30,25,29,32,159
23,21,28,27,39,34,34,295
19,43,19,17,34,38,21,136
18,46,28,19,31,30,35,221
28,46,23,32,46,34,37,175
20,42,25,26,29,39,22,86
27,25,20,21,38,27,23,203
13,32,16,19,39,37,26,186
30,36,20,27,39,34,24,217
18,48,24,27,42,27,43,32
15,47,17,27,36,23,41,100
17,46,15,28,33,34,31,119
23,21,18,25,50,35,32,223
28,18,37,25,27,17,27,251
34,29,24,29,34,26,33,315
22,21,17,30,31,25,36,139
25,31,15,25,43,31,25,96
21,40,24,30,45,34,29,239
22,46,24,17,31,36,34,174
31,42,21,26,40,23,23,169
34,36,34,31,41,22,28,323
18,48,26,24,42,34,30,242
26,12,19,33,46,31,24,209
14,32,26,25,37,32,34,285
15,29,24,30,48,36,39,162
35,16,30,34,35,31,33,277
24,38,13,24,39,26,26,116
30,16,31,24,41,31,38,257
29,30,22,30,41,36,20,279
36,37,27,26,33,36,22,203
27,50,38,21,14,28,38,299
28,32,19,34,35,39,29,315
23,24,24,36,45,22,26,107
28,31,31,33,35,21,27,256
26,19,25,25,30,32,28,261
17,43,20,20,27,31,39,269
32,25,27,24,33,30,24,233
25,20,19,30,41,30,27,178
17,52,13,33,32,37,26,249
34,41,20,21,31,30,33,162
19,33,14,27,39,36,20,85
21,23,27,26,35,32,38,195
20,36,18,27,43,35,33,280
23,40,16,28,48,35,21,108
14,33,11,36,43,26,25,205
26,48,22,23,45,29,30,116
34,26,34,33,44,36,43,301
25,26,12,18,20,21,22,138
21,36,25,26,38,39,33,410
26,37,10,26,45,34,22,143
18,35,16,31,44,19,24,72
11,48,28,31,32,31,33,70
29,47,36,21,36,33,37,306
27,40,17,38,24,24,38,212
17,42,28,24,39,33,38,153
27,41,16,33,42,25,26,235
42,17,35,27,34,23,33,346
20,22,22,22,40,28,28,324
36,25,25,26,30,31,26,187
29,32,23,27,45,26,33,380
25,24,29,14,24,32,39,200
28,36,25,19,30,30,26,107
22,47,20,24,43,30,28,144
20,42,18,29,43,34,32,170
33,30,26,38,32,29,27,247
25,36,17,13,39,33,32,161
27,31,31,26,33,25,33,288
26,44,17,20,37,32,29,97
33,33,27,18,47,35,27,172
27,32,19,30,43,25,29,131
25,46,26,29,33,29,34,154
25,29,25,17,45,35,26,220
22,51,22,35,41,35,33,190
23,28,16,33,48,28,30,333
22,51,23,36,31,30,31,269
26,36,20,22,30,27,32,235
25,39,23,28,43,25,31,160
19,41,15,33,40,34,37,256
12,44,9,25,26,29,27,73
32,25,23,23,39,35,31,29
27,38,23,23,28,33,26,230
14,29,15,27,35,31,29,102
21,46,30,22,39,34,36,187
27,32,22,26,36,32,23,140
20,42,16,21,35,28,32,314
19,31,19,25,33,36,26,283
23,72,25,29,32,34,35,187
29,46,24,29,46,40,34,246
22,38,27,24,36,29,39,172
30,39,35,22,36,32,35,218
22,39,21,26,41,36,40,151
26,33,22,25,28,32,25,161
41,21,16,24,39,32,31,297
27,33,24,19,38,33,28,139
33,36,32,18,30,34,41,287
22,30,23,30,43,26,38,174
15,44,22,16,37,31,37,112
24,32,15,31,35,26,30,138
36,34,32,25,44,23,29,161
13,32,13,20,39,43,30,216
16,31,25,37,43,31,31,211
16,30,27,20,46,26,36,147
28,44,24,28,43,27,34,115
24,16,16,28,45,40,23,282
22,47,19,31,41,32,33,44
20,37,18,28,37,29,31,182
19,34,14,19,39,30,31,67
26,30,31,32,41,24,31,360
28,51,17,30,39,26,25,128
12,25,23,33,45,29,30,197
25,29,26,20,33,26,31,148
28,34,27,35,35,32,29,221
38,34,23,26,38,26,27,87
18,44,24,24,27,33,25,21
23,29,17,24,32,24,32,202
39,19,36,13,31,27,30,272
20,50,21,29,48,33,32,138
13,58,11,26,36,33,28,165
27,32,25,20,35,37,31,121
33,40,22,25,43,35,26,255
28,21,18,20,38,43,28,163
21,34,17,35,39,39,31,176
20,33,25,31,36,37,35,319
24,29,21,33,46,25,30,278
28,35,29,30,45,25,32,260
20,39,29,14,28,34,32,142
27,32,27,20,43,32,28,191
21,38,21,30,38,29,34,239
23,33,23,26,44,34,28,263
15,33,15,29,45,40,25,119
29,42,17,24,43,28,29,249
29,18,12,31,45,26,24,93
28,42,26,21,27,31,36,305
22,40,23,34,32,39,37,334
21,41,25,18,43,26,30,110
11,50,22,26,31,22,30,245
26,19,27,21,36,30,20,179
23,40,27,37,41,36,34,272
20,47,17,30,33,39,32,114
13,61,20,26,38,40,32,95
36,34,34,24,31,31,31,230
26,34,23,32,44,32,24,132
23,48,20,17,36,30,23,96
24,22,19,30,36,35,34,333
29,40,21,27,31,26,31,175
21,24,37,21,33,27,38,253
24,21,21,34,29,31,25,54
29,28,20,20,36,24,24,25
32,53,21,23,33,37,33,309
24,25,23,20,24,33,26,237
27,23,33,17,39,32,33,188
24,25,23,24,33,37,33,205
22,23,27,21,43,23,27,133
22,32,14,33,44,41,34,437
21,46,25,25,49,30,28,79
37,35,16,22,41,26,28,77
23,28,15,21,45,31,21,121
26,35,19,26,28,38,26,205
32,14,18,29,45,16,31,168
31,21,15,31,42,28,25,208
20,49,17,20,48,33,30,67
25,18,22,25,43,31,36,142
17,21,12,34,40,35,21,236
30,43,20,25,36,37,29,110
32,12,25,32,39,25,29,314
25,36,23,29,40,34,28,181
14,42,23,25,40,33,36,12
17,26,21,22,44,33,36,249
25,34,29,21,44,28,23,193
14,38,19,28,43,38,40,317
19,40,22,28,37,31,34,102
20,39,22,26,34,36,23,179
24,36,29,33,46,43,30,364
35,38,22,30,38,31,32,195
31,43,28,29,42,33,38,353
25,30,17,33,34,37,35,190
30,32,25,23,27,28,30,202
17,59,25,20,27,32,40,330
30,36,24,31,35,28,31,303
13,20,15,38,37,24,24,136
18,30,21,30,30,23,27,18
27,21,21,28,37,26,31,197
26,36,24,16,37,33,34,208
34,38,26,21,44,29,27,215
23,34,26,31,38,38,35,305
26,41,25,18,39,33,35,218
24,31,31,20,39,35,38,354
23,41,24,33,46,29,35,346
15,37,20,27,19,27,33,82
29,35,14,28,39,17,36,224
24,29,33,27,45,30,37,180
31,17,27,23,39,34,32,352
14,36,20,28,34,34,31,156
28,23,23,28,34,30,29,156
30,29,15,27,48,37,31,260
12,29,17,36,44,28,40,81
35,28,27,31,36,27,39,319
31,25,23,31,38,36,30,276
20,48,13,29,48,30,37,90
16,42,16,19,35,40,40,265
20,13,17,33,39,37,34,314
23,50,19,25,36,24,31,41
18,28,23,15,41,33,30,216
16,50,27,20,45,35,27,167
19,44,20,21,36,26,29,276
21,29,22,23,40,39,29,131
24,32,27,26,30,13,33,165
33,24,20,35,40,30,32,266
15,47,32,22,43,38,35,164
19,37,10,29,34,35,35,76
30,30,27,22,36,34,24,233
31,40,25,26,39,33,28,174
31,23,24,29,43,33,32,474
19,41,12,29,31,38,25,375
25,38,23,26,45,42,29,273
25,55,16,22,32,22,29,143
14,34,24,23,35,31,43,140
17,43,18,27,39,27,42,144
23,30,23,17,29,31,36,308
24,60,18,34,47,32,25,233
18,38,16,36,43,41,38,129
11,35,19,28,45,34,41,142
15,53,22,30,18,32,30,315
34,30,25,29,24,35,28,331
22,35,8,25,38,33,24,90
31,12,32,26,37,28,34,169
19,48,34,25,39,35,43,74
33,21,30,33,31,22,33,185
25,17,17,31,48,21,31,150
19,35,25,20,45,29,39,99
13,44,12,33,48,42,29,283
24,42,19,21,24,23,35,154
16,42,30,22,35,31,33,241
27,36,25,27,32,27,24,149
12,49,14,30,49,27,28,40
16,40,30,31,33,30,37,218
18,43,23,28,40,26,34,113
31,44,31,14,32,28,36,333
22,39,13,22,28,30,20,83
17,39,17,34,42,37,26,289
21,25,20,24,40,31,33,121
35,44,23,8,39,26,24,186
31,37,29,19,35,34,34,384
