job_yrs,job_mths,worktype,cont_hrs,act_hrs,gender,dobm,doby,status,youngdep,elderdep,qualif,exercise,cigs,alcohol,time_rel,when_rel,job1,job2,job3,job4,job5,job6,job7,job8,job9,job10,job11,job12,job13,job14,job15,job16,job17,job18,job19,job20,job21,job22,job23,job24,job25,job26,job27,job28,job29,job30,job31,job32,job33,job34,job35,job36,job37,job38,job39,job40,job41,job42,job43,job44,job45,job46,job47,job48,job49,job50
6,9,2,22,23,2,5,63,2,2,1,4,1,1,5,1,2,1,1,1,1,2,2,2,2,4,2,3,1,2,2,2,2,4,2,2,5,4,6,2,2,2,2,5,5,5,3,2,5,3,6,6,2,1,1,2,1,5,2,1,2,2,5,1,2,5,7
6,8,1,40,42,1,9,54,2,2,1,2,1,1,21,1,2,5,6,6,3,7,1,4,5,4,7,4,1,3,1,2,7,2,6,4,4,3,3,1,6,6,6,1,3,4,1,6,5,2,2,5,6,7,7,2,2,4,5,6,6,4,1,3,6,6,3
5,4,1,37.5,37.5,1,1,81,2,1,1,3,1,1,10,2,2,5,3,1,1,3,1,5,7,3,4,5,4,2,5,5,5,2,7,1,7,4,3,1,3,4,5,5,1,4,4,1,6,1,5,4,6,6,6,5,7,6,6,7,1,5,1,5,6,7,1
0,9,1,38,43,2,2,80,2,1,1,5,2,1,10,2,2,5,4,5,1,5,4,7,5,2,5,6,5,1,4,1,1,4,5,1,7,4,5,1,3,2,5,3,4,7,5,1,6,1,4,4,3,6,5,3,1,3,2,1,1,4,4,2,1,5,4
1,2,1,20,20.5,1,5,84,2,1,1,4,2,1,20,2,1,6,1,1,1,3,4,5,6,1,3,7,3,1,5,1,1,4,2,1,1,5,6,1,2,1,4,7,1,2,7,6,7,5,1,7,3,2,5,2,1,6,8,3,2,5,2,5,2,4,2
10,3,1,40,45,1,12,65,2,2,1,4,2,1,25,1,1,6,5,4,2,7,2,5,4,4,7,5,2,2,1,2,7,2,6,3,4,5,3,2,5,7,7,5,2,5,2,7,5,2,1,6,6,6,7,2,1,5,5,4,6,5,2,4,7,5,2
0,11,1,35,37,2,12,86,1,1,1,4,1,1,20,2,2,5,3,2,1,3,1,4,6,3,4,6,5,1,7,6,5,2,7,1,7,5,3,2,3,4,5,5,1,4,5,2,7,2,4,3,7,6,5,4,6,7,5,6,2,5,1,4,5,6,2
2,2,2,17.5,18.5,2,6,85,1,1,1,3,2,1,22,2,1,1,1,2,1,2,3,1,2,2,2,5,2,4,1,1,1,3,1,1,7,3,6,2,2,1,1,7,4,5,2,1,5,2,6,5,1,2,2,1,2,5,2,2,2,1,5,1,1,5,5
2,11,2,24, ,2,3,55,2,2,2,2,1,1,1,1,2,4,3,4,5,6,1,1,6,5,6,7,1,4,5,5,5,1,6,1,3,5,1,3,4,4,4,1,3,3,5,5,6,5,2,5,5,4,4,5,5,5,4,1,4,4,1,6,6,7,2
1, ,2,20, ,1,3,76,2,2,2,5,3,1,0,3,2,3,1,1,6,6,1,6,3,1,6,6,1,1,1,3,2,1,3,3,2,4,4,5,7,4,2,4,1,4,6,1,1,4,3,2,1,2,2,2,2,2,2,3,4,2,2,2,1,1,1
6, ,2,16.5,16.5,2,11,52,1,1,1,5,3,1,5,2,2,4,7,7,7,7,1,1,7,7,7,7,1,7,7,4,7,1,7,4,4,7,1,5,4,4,4,1,4,3,1,7,7,4,1,4,7,4,4,4,4,4,4,1,4,7,1,3,5,7,4
13,7,1, , ,1,9,66,1,1,1,5,1,1,0,1,2,4,7,6,3,4,5,2,3,6,5,5,3,3,6,5,6,4,2,1,7,5,3,4,3,4,5,1,6,5,3,5,5,1,2,5,3,5,5,5,5,5,3,2,2,6,4,4,3,5,6
9,6,1,35,37,2,7,70,2,1,1,5,3,1,8,3,2,4,5,5,6,6,3,2,3,3,6,6,4,6,6,5,6,3,5,3,5,5,3,5,4,4,5,3,6,6,4,5,6,3,4,6,6,5,5,4,6,6,4,5,5,4,3,4,6,6,6
0,10,1,37.5,37.5,1,7,81,2,2,1,4,1,1,10,2,2,5,6,6,6,6,6,6,6,6,6,3,6,6,6,4,4,3,6,4,4,4,3,4,4,5,4,4,3,3,5,6,6,5,6,6,6,4,6,3,6,6,6,3,6,3,4,5,2,6,4
1,6,1,35,40,1,3,63,2,1,1,5,5,1,20,2,2,6,3,2,6,6,2,1,7,4,4,3,1,2,5,6,5,3,6,4,2,6,7,4,5,4,7,1,2,5,5,5,6,6,4,4,5,4,6,6,6,4,5,4,4,7,2,6,7,6,4
13,1,1,35,35,2,9,61,2,2, ,4,1,1,10,3,2,6,6,4,5,5,2,2,5,5,5,5,3,5,6,3,4,3,4,1,7,4,5,2,3,4,4,2,4,5,3,3,6,5,2,5,3,6,6,3,6,6,5,1,5,5,2,5,3,6,4
13,10,1,37.5, ,2,10,62,2,1,1,5,2,1,6,3,1,4,6,6,6,7,3,2,4,6,7,5,3,5,7,3,7,2,3,1,2,5,6,4,2,2,4,2,6,5,5,7,5,2,2,4,7,6,6,2,6,5,5,4,2,5,2,2,6,7,5
1,6,1,40,35,2,4,83,1,1,1,5,3,1,3,2,1,7,1,1,7,6,1,7,7,2,6,4,2,1,6,7,7,1,7,7,2,6,1,6,7,7,7,6,1,3,6,7,6,7,6,7,7,7,7,6,7,6,6,7,7,7,1,7,5,7,1
22,0,1,37.5,45,1,4,49,2,2,1,4,6,1,10,3,2,5,3,7,1,6,1,1,3,6,6,4,2,5,5,5,5,1,2,1,1,5,6,1,3,5,7,1,1,5,5,1,6,1,1,4,7,7,7,1,5,7,7,7,1,6,1,6,4,6,1
8,2,1,37.5,41,1,3,56,2,2,2,5,5,1,0,5,2,1,5,5,1,1,5,1,6,5,1,4,4,5,6,4,1,4,1,1,7,5,6,2,1,2,4,2,5,6,1,1,7,4,1,6,5,2,2,4,3,6,1,1,1,1,6,1,2,7,7
0,3,1,40,40,2,7,83,1,1,1,4,6,1,7,2,2,5,5,7,6,6,2,6,6,6,3,4,2,3,5,5,2,2,5,3,3,2,2,2,5,4,5,6,6,3,5,6,5,4,4,5,5,3,4,4,4,4,5,3,5,4,2,4,4,4,5
27,0,1,37.5,37.5,2,1,59,2,2,1,3,4,1,0,4,1,6,6,7,6,4,2,2,7,7,5,6,2,6,6,6,6,2,7,7,5,3,2,2,5,5,5,7,7,5,7,7,5,4,3,6,7,6,6,5,6,5,6,5,5,4,3,4,5,6,2
1,4,2,15,20,2,1,88,1,1,1,3,3,1,0,4,2,3,5,4,4,3,1,2,7,3,2,2,1,1,5,7,2,1,6,1,7,6,1,7,2,7,6,4,1,1,3,3,7,1,4,6,7,5,4,6,7,7,4,2,1,5,1,4,7,7,1
0,3,2,15,15,1,6,88,1,2,2,3,4,1,0,2,2,6,2,1,2,6,2,6,6,2,6,5,1,2,4,5,5,2,3,1,7,4,2,2,4,6,4,2,2,2,1,5,6,2,5,4,5,6,5,5,4,4,6,2,2,6,1,5,5,6,2
0,11,1,44,38,1,4,83,1,1,1,4,2,1,8,4,2,3,1,1,2,4,2,4,2,1,2,4,7,1,2,1,5,2,2,1,6,1,6,4,2,3,5,7,1,4,1,2,4,3,2,6,6,6,4,2,5,3,3,1,1,3,1,4,5,7,7
0,5,1,37.5,37.5,2,5,83,1,1,1,5,2,1,5,2,2,4,1,1,1,1,2,1,4,1,1,3,3,1,4,2,1,4,2,1,1,2,1,6,1,1,2,7,1,4,2,4,4,1,1,4,4,4,4,2,2,2,2,1,1,2,1,2,2,6,6
0,5,1,45,45,2,12,87,1,1,1,4,6,2,0,1,1,7,1,7,7,7,5,7,7,4,7,6,7,4,7,4,7,5,7,7,1,4,3,1,6,7,5,4,7,5,6,6,4,7,3,6,7,1,1,3,1,2,7,7,3,4,1,6,5,6,1
3,0,1,40,32,2,10,83,1,1,1,4,2,2,0,2,1,4,3,5,5,5,2,7,2,3,4,4,3,5,4,3,4,2,5,5,6,2,6,2,2,4,2,4,4,4,4,3,2,2,3,4,4,5,4,2,4,5,2,2,1,5,3,3,5,4,5
2,0,1,57,70,2,1,84,1,1,1,5,6,2,1,4,2,7,5,1,5,4,6,7,3,1,6,1,5,2,7,4,4,5,4,3,7,5,3,5,4,5,5,7,1,7,7,7,7,7,3,7,7,5,5,4,1,7,5,2,7,6,1,5,5,4,7
3,4,1,48,62,1,11,83,1,1,1,4,5,2,0,3,1,3,5,4,3,3,3,5,3,5,5,4,6,5,3,4,6,2,2,2,5,5,2,3,3,4,3,5,5,3,3,4,5,3,5,4,4,6,6,6,4,5,3,2,3,5,5,3,5,5,5
2,2,1,45,35,1,6,79,2,2,2,5,2,2,0,3,2,2,4,7,4,7,4,7,3,7,4,7,1,4,7,4,6,5,2,2,7,4,3,6,3,5,2,2,7,4,3,3,4,6,6,5,6,4,4,3,5,6,4,4,3,6,5,6,6,7,7
3,0,2,20,16,1,12,83,1,1,1,4,1,2,0,3,2,3,4,1,3,4,6,7,6,6,6,7,6,7,5,6,5,3,6,2,2,6,2,7,5,6,6,2,4,5,6,7,6,6,6,6,5,6,5,6,6,6,5,5,6,7,7,4,7,5,5
2,0,2,24,20,1,2,86,1,1,1,5,3,2,1,3,2,5,6,4,2,6,6,7,4,2,6,6,2,2,6,6,6,7,4,5,4,5,2,7,6,4,4,5,5,6,5,3,4,6,5,2,5,3,4,6,3,4,6,5,4,5,6,5,6,4,6
3,2,2,20,16,2,1,87,1,1,1,5,3,2,0,3,1,3,4,5,4,4,4,6,3,3,4,4,7,3,4,3,4,3,4,4,5,4,6,5,3,3,2,7,2,3,5,3,5,4,3,4,4,3,4,2,3,4,4,3,4,2,4,3,5,4,7
0,3,1,20,30,2,2,81,1,1,1,5,4,2,1,4,1,4,7,5,4,2,5,6,7,5,4,6,7,2,5,7,2,5,6,6,6,5,6,3,6,2,4,7,3,5,4,5,3,5,6,5,2,4,6,2,6,6,4,5,3,6,3,5,3,6,3
2,2,1,32,30,1,8,83,1,1,1,4,3,2,0,1,2,3,4,3,5,6,2,5,4,6,3,6,2,4,4,6,5,2,4,5,2,2,2,6,5,4,4,4,2,2,4,2,2,4,6,2,4,2,3,5,6,7,7,4,6,5,2,2,4,6,3
1,6,1,37,37,1,11,83,1,1,1,4,5,1,0,2,2,1,5,5,4,5,7,1,4,4,4,5,7,4,2,2,2,6,1,1,7,4,4,2,2,2,2,6,2,6,4,3,4,2,2,5,5,3,3,2,2,5,5,2,2,1,6,3,3,6,4
2,6,1,37.5,37.5,1,11,82,1,1,1,4,1,1,0,2,2,3,7,5,1,1,4,1,3,5,3,5,1,6,1,1,1,4,3,7,4,3,7,4,4,1,1,1,7,5,7,1,1,7,1,1,1,1,1,3,1,1,3,3,1,3,4,1,4,4,4
0,10,2,30,30,2,3,65,2,2,1,1,3,1,0,4,4,3,2,1,6,1,7,7,5,7,1,7,7,7,1,1,7,1,7,3,2,1,7,7,1,1,1,5,7,1,7,7,7,1,1,7,1,1,1,1,1,4,3,6,3,3,5,1,1,7,5
0,5,2,30,30,2,7,84,1,1,1,4,5,1,0,3,2,2,3,4,6,6,3,1,4,4,4,6,2,2,3,2,2,3,3,2,5,6,4,3,5,3,4,3,4,3,2,5,3,4,4,3,5,5,6,3,4,3,2,3,4,4,1,3,2,6,7
0,4,2,30,30,2,6,64,2,2,1,2,5,1,36,3,2,2,1,1,1,3,1,1,5,1,3,3,7,1,6,1,1,1,3,1,4,1,7,1,1,1,1,3,1,7,1,7,3,1,1,1,7,1,1,1,6,2,3,6,1,1,1,1,7,7,7
1,1,1,37,37,2,6,81,1,2,1,2,6,2,0,2,2,6,6,5,5,6,2,3,4,4,4,6,4,6,4,4,6,3,6,2,5,6,1,4,3,3,7,4,2,3,4,4,7,3,1,7,7,4,5,2,2,5,6,5,3,6,1,5,6,7,2
0,4,1,37,37,2,7,85,1,1,1,3,6,1,6,1,2,3,3,7,6,5,2,4,6,7,5,5,5,6,6,5,5,5,4,4,4,6,6,5,6,5,5,3,7,6,5,4,7,6,6,5,5,1,5,4,5,6,5,5,5,5,1,4,4,7,6
1,0,1,32,32,2,7,85,1,2,1,2,4,1,4,2,2,4,3,6,5,3,4,5,4,7,3,5,3,6,2,3,3,1,3,1,7,5,3,2,3,3,3,4,7,3,6,6,7,3,2,4,3,7,7,4,6,5,4,5,3,4,6,4,4,6,7
1,1,1,37,37,2,12,70,2,2,1,2,1,1,1,1,2,3,5,6,6,3,7,4,6,6,1,6,6,3,6,6,1,2,6,1,4,6,2,4,5,5,4,4,2,6,3,6,6,4,1,6,6,2,2,5,4,6,6,4,6,5,1,4,2,7,4
0,11,1,37,37,2,11,70,2,2,1,2,3,1,4,2,2,6,6,7,6,7,7,6,7,7,7,7,7,7,7,5,5,7,2,2,3,6,6,7,6,4,4,7,7,7,4,5,5,4,5,6,6,6,7,5,6,7,5,7,7,7,5,6,6,7,6
0,7,2,18.5,18.5,2,4,58,2,1,1,2,3,2,0,3,2,7,7,7,3,36,3,6,6,3,3,6,1,3,6,5,3,6,6,3,3,3,2,6,3,3,6,3,6,3,6,3,4,3,2,6,3,6,6,3,7,7,7,6,3,6,1,7,7,6,5
3,0,1,37,40,1,9,79,2,1,1,4,1,1,8,3,2,5,5,6,2,2,3,2,5,4,1,4,4,6,4,5,2,4,4,3,6,6,4,1,2,2,6,4,5,5,5,2,5,2,6,4,2,6,5,2,5,4,4,2,2,5,5,4,5,6,2
9,4,1,37.5,37.5,1,10,69,2,1,1,2,5,1,2,2,2,3,2,2,2,7,1,2,3,2,6,5,2,2,6,5,5,1,5,1,3,2,2,2,3,6,5,2,2,6,4,2,5,3,2,5,2,6,6,5,6,6,5,2,2,5,5,3,5,5,2
4,4,1,37.5,37.5,2,9,79,2,1,1,4,3,1,6,3,2,3,6,4,2,1,6,1,4,5,3,6,6,4,7,3,4,1,3,1,5,3,3,5,3,2,4,7,3,6,4,6,7,3,1,7,6,7,5,2,3,7,3,1,2,6,7,3,5,6,3
0,4,2,15,15,2,1,85,2,1,1,4,1,1,4,2,2,5,4,6,3,3,2,2,6,4,7,3,4,3,5,2,5,3,6,6,3,2,5,4,5,5,3,5,4,6,5,6,5,5,2,7,6,4,5,3,5,6,4,5,5,3,1,5,4,6,1
7,3,1,40,45,1,4,83,1,1,1,3,3,1,3,2,2,5,5,6,6,3,6,2,3,5,2,4,6,5,4,3,2,6,3,5,6,6,6,6,2,1,3,6,5,3,3,3,5,2,2,5,5,3,3,2,4,5,3,2,5,2,5,5,4,6,4
1,0,1,36.25,37,2,7,83,1,1,1,4,2,1,4,2,1,2,3,3,6,4,5,5,6,5,5,3,1,7,3,4,3,1,2,2,2,4,7,5,2,3,3,7,1,4,4,5,7,5,1,5,1,1,1,1,4,4,1,1,5,4,2,3,5,7,7
1,9,2,18.75,20,2,12,88,2,1,1,1,3,1,4,2,2,5,4,6,7,4,1,2,4,5,6,2,4,6,5,5,3,2,6,1,4,2,2,3,4,5,7,6,5,4,5,1,6,6,6,7,1,6,6,1,7,6,6,6,7,7,6,6,5,1,6
6,11,1,37.5,37.5,1,9,77,1,1,1,3,1,1,10,2,1,2,7,7,1,7,1,5,4,1,7,2,1,7,7,5,7,1,5,1,1,4,1,1,7,7,7,1,1,7,3,4,7,7,4,4,4,7,7,7,7,7,7,1,1,7,1,4,4,2,1
22,7,2,18.5,-1,2,10,47,2,1,1,4,4,1,4,4,2,4,2,4,1,3,1,1,5,1,2,7,2,3,7,7,3,1,2,1,6,7,2,4,2,6,7,2,1,4,3,1,7,1,6,6,2,7,6,7,5,7,4,1,1,7,1,2,2,6,6
3,10,1,37,42,2,12,71,2,2,1,4,4,1,10,3,2,4,2,2,2,3,2,5,5,5,4,6,2,2,4,2,3,3,5,2,6,3,3,2,3,4,6,1,2,7,4,3,5,2,4,5,2,7,6,5,4,5,5,2,2,3,3,4,5,5,5
14,1,1,35,45,1,11,71,1,1,1,5,3,1,8,1,2,6,4,6,7,7,4,6,6,4,7,6,1,2,4,6,7,3,6,3,1,7,1,7,7,7,7,1,6,5,7,6,7,7,5,5,6,5,4,5,5,5,6,5,7,6,4,6,7,7,6
2,11,2,22.5,22.5,2,7,73,1,1,1,3,1,1,10,2,1,2,5,3,1,7,1,1,7,7,7,4,1,3,7,1,6,1,3,3,1,5,6,4,2,3,4,7,1,5,2,1,6,1,1,6,6,6,6,2,3,5,5,1,2,2,1,2,6,6,1
8,5,1,37,38.5,1,8,70,2,2,1,5,1,1,12.5,1,2,2,7,7,5,5,1,3,4,4,2,7,2,7,2,6,3,1,4,1,2,4,3,1,4,2,2,1,4,3,3,5,5,6,3,5,5,5,6,5,6,6,4,2,5,5,1,1,7,7,6
9,1,2,24,26,2,6,70,2,2,1,5,6,1,0,3,2,6,5,6,7,7,2,3,6,7,7,5,3,4,4,5,7,2,5,2,2,6,4,2,4,6,5,1,2,3,4,3,4,4,4,4,6,3,6,6,5,6,5,5,7,4,2,3,6,6,3
3,7,1,37.5,41,2,2,72,2,2,1,5,2,1,7,3,2,5,2,2,2,7,1,2,5,7,7,6,1,1,4,3,6,5,5,4,4,6,6,7,6,4,5,1,4,6,3,2,6,4,4,4,2,6,6,4,4,5,5,5,4,6,4,4,6,7,1
5,8,1,37.5,50,2,2,72,1,1,1,5,2,1,8,3,2,4,3,3,6,5,5,3,6,3,5,6,4,3,5,4,5,6,4,1,4,5,2,3,6,4,5,7,3,6,6,6,4,6,5,5,4,5,5,5,4,4,5,3,6,5,5,4,5,5,5
2,6,2,13.5,13.5,2,5,74,1,1,1,4,4,1,5,2,1,3,2,4,6,7,1,5,7,3,7,6,7,3,5,3,7,1,6,3,4,5,2,7,5,4,3,7,2,3,2,6,6,4,2,6,6,5,5,2,6,6,6,1,4,2,1,6,6,7,1
0,3,1,50,50,2,4,69,1,1,1,2,1,1,0,4,2,3,1,4,1,1,4,1,4,1,1,4,1,1,7,4,1,4,1,1,7,5,2,5,1,1,1,7,1,4,1,4,6,1,2,7,4,4,5,3,6,7,4,1,1,5,1,2,3,7,6
0,11,1,37,37,2,11,70,2,2,1,2,3,1,4,2,2,6,6,7,6,7,7,6,7,7,7,7,7,7,7,5,5,7,2,2,3,6,6,7,6,4,4,7,7,7,4,5,5,4,5,6,6,6,7,5,6,7,5,7,7,7,5,6,6,7,6
3,8,1,35,35,1,11,85,2,1,1,6,5,1,15,2,2,4,4,5,2,2,2,2,2,4,4,2,6,4,5,2,4,2,2,1,5,3,6,7,2,4,5,2,5,2,2,5,2,2,1,4,3,2,2,2,1,2,2,1,1,4,2,4,2,5,4
2,1,1,35,50,2,10,55,2,2,1,4,5,2,7,4,2,2,7,6,2,4,6,2,2,6,2,6,6,7,7,5,2,6,2,1,6,6,4,6,1,3,2,5,7,7,1,6,7,1,5,6,7,7,7,4,2,5,2,2,2,5,6,2,2,6,6
0,2,1,47.5,51.5,1,6,86,2,1,1,4,6,2,42,3,2,3,6,4,5,5,7,6,2,3,3,3,6,5,7,1,2,7,3,1,3,5,7,2,5,5,2,7,5,6,2,5,4,5,1,4,5,1,2,2,1,4,2,2,5,2,6,2,2,6,2
7,6,1,0,55,1,3,55,2,1,2,6,5,2,21,3,2,6,7,7,1,3,3,1,4,7,5,7,4,7,7,7,5,3,6,1,5,6,1,2,6,7,7,1,7,7,1,1,5,4,7,5,1,7,6,5,5,5,6,4,5,6,6,6,7,5,2
2,1,1,35,39,2,5,82,1,1,1,4,5,2,10,3,2,2,2,4,1,7,4,1,1,4,7,7,7,4,3,2,2,1,3,1,7,7,2,4,1,1,1,4,4,4,1,2,6,1,6,7,4,6,6,2,4,6,3,1,1,1,1,1,1,4,6
1,6,2,13.5,15.5,2,6,86,2,1,1,5,5,2,12,5,2,1,6,7,1,4,3,4,1,7,7,4,7,6,4,1,1,4,4,2,6,6,6,4,1,2,5,7,7,7,4,7,7,2,4,5,4,6,6,4,6,4,3,2,2,2,6,4,2,4,5
1,8,2,9,6,2,2,86,1,1,1,5,3,2,10,3,2,6,2,2,6,4,1,6,4,6,4,2,2,2,6,4,3,2,4,5,3,4,4,2,4,4,5,4,4,2,3,6,4,3,2,4,6,7,7,2,7,4,3,4,5,5,2,5,5,5,4
5,3,1,37,50,1,12,83,2,1,2,4,2,2,24,5,2,5,2,7,4,2,6,2,2,6,1,1,7,7,7,6,1,7,5,1,1,6,2,4,2,7,7,2,7,7,7,2,6,1,7,4,3,4,4,7,5,5,4,1,2,5,6,2,3,5,5
2,1,1,40,50,2,12,85,1,2,2,4,3,2,5,5,2,6,4,5,6,6,5,7,3,6,6,2,3,3,7,4,6,6,6,6,2,4,3,5,4,4,4,2,3,5,5,2,4,6,4,4,3,5,4,3,2,4,4,3,5,6,4,3,4,5,5
1,3,1,37,37,2,8,86,2,1,1,4,3,2,10,3,2,2,3,5,3,7,2,6,6,6,7,2,6,6,4,1,3,3,3,1,6,1,6,1,1,4,3,5,4,2,4,3,4,2,1,4,2,5,4,1,1,4,2,1,1,1,1,4,2,4,4
0,2,1,40,35,1,6,84,2,1,1,5,3,1,10,1,2,2,2,5,2,6,4,1,3,1,6,5,7,2,6,1,3,4,1,1,6,4,6,5,4,2,1,7,1,4,1,3,5,2,1,5,5,2,5,2,4,4,2,1,2,2,3,3,6,7,3
3,4,1,40,50,2,4,79,2,1,1,5,5,1,10,2,2,6,1,1,3,6,2,1,6,1,4,4,1,1,3,6,4,2,6,6,4,6,2,6,4,4,2,2,1,6,6,6,4,4,5,6,6,1,1,5,1,7,7,1,4,5,1,1,4,6,4
7,3,1,40,35,2,8,74,2,2,1,5,4,1,10,2,2,7,1,1,4,6,5,4,6,4,4,6,2,1,4,7,4,3,6,1,5,5,1,4,5,6,1,1,5,6,5,5,6,6,5,5,6,1,1,6,3,5,5,1,2,7,3,4,7,7,1
4,3,1,40,65,2,6,78,2,2,1,5,4,1,5,3,2,5,1,1,4,5,3,2,6,4,6,7,1,1,6,5,6,2,5,2,3,4,2,6,6,6,4,1,1,6,7,6,6,6,6,6,6,4,3,7,4,2,6,2,6,6,2,2,5,7,2
0,3,1,40,50,2,3,84,1,1,1,5,1,1,10,3,2,6,1,1,4,4,4,2,1,1,1,1,4,7,4,1,3,3,2,4,2,2,6,3,3,4,3,6,2,4,4,6,6,5,5,5,6,2,4,6,2,4,6,3,4,7,4,2,3,6,5
1,3,2,24,35,2,11,70,2,2,1,4,1,1,3,2,2,7,1,1,5,5,1,7,7,1,6,7,1,1,1,6,5,1,7,1,1,5,1,5,5,5,2,1,1,4,6,6,6,6,6,6,6,5,2,6,4,6,6,2,4,6,1,2,4,7,7
0,4,1,40,50,1,3,81,1,1,1,5,4,1,20,1,2,7,1,1,1,4,3,6,7,1,4,6,1,1,1,4,4,2,6,1,4,3,5,3,4,4,1,1,1,3,4,6,2,4,5,6,6,1,1,3,1,4,6,1,4,6,1,4,4,6,4
1,3,1,45,50,1,8,72,2,1,1,5,5,1,0,2,2,5,1,1,6,6,2,2,3,7,6,5,1,1,7,5,6,1,4,1,2,6,1,1,4,6,2,1,4,6,7,2,7,5,7,7,2,1,1,5,2,7,4,2,2,6,2,3,5,6,1
4,3,1,37,57,2,5,48,2,2,2,5,4,1,14,1,2,7,5,7,7,6,5,1,5,1,5,5,5,1,7,5,5,6,5,6,5,6,3,5,5,5,6,7,7,6,5,3,6,3,3,6,3,6,6,5,5,6,6,1,7,7,5,6,7,7,5
0,2,1,37,40,1,8,86,1,1,1,4,4,1,10,4,1,6,1,7,6,6,7,6,6,7,7,5,2,2,4,4,6,7,6,6,2,6,3,5,6,5,5,1,6,7,5,7,6,6,2,6,6,5,4,1,4,4,6,3,6,4,3,6,4,6,2
1,2,1,38,41,2,6,84,2,1,1,5,4,1,2,2,2,6,3,7,6,6,3,4,6,6,5,6,3,2,5,5,1,3,5,5,4,6,5,5,5,4,4,2,6,5,5,5,5,5,4,5,5,3,5,2,5,5,3,2,4,4,3,4,3,6,4
3,11,1,38,45,1,2,82,2,2,2,5,1,1,0,3,2,5,2,7,2,7,4,7,4,2,7,5,2,6,4,7,6,5,6,6,7,5,2,6,2,6,4,6,6,6,4,7,7,4,5,4,4,5,5,3,3,5,4,6,4,2,6,6,3,7,7
3,2,1,38,40,1,7,83,2,1,1,4,1,1,33,1,2,3,2,1,3,6,3,5,2,3,5,5,5,2,5,1,5,2,2,1,6,3,6,4,4,5,3,6,2,4,4,2,5,3,1,4,3,2,3,1,3,5,3,5,3,4,2,3,4,5,6
0,9,1,38,41,1,4,82,2,1,1,5,3,1,8,2,2,4,1,1,6,6,4,6,4,3,6,5,4,1,2,5,6,4,3,3,2,5,2,6,6,4,5,5,2,6,5,4,4,4,3,3,3,5,5,4,3,3,4,5,5,5,2,4,6,6,3
2,10,1,38,47,2,8,79,1,1,1,4,3,1,13,5,2,3,4,7,1,1,6,5,2,6,4,5,4,5,6,2,2,6,2,1,4,5,3,6,1,1,2,4,7,7,2,1,6,2,4,6,5,2,2,1,4,5,2,2,1,3,7,3,4,5,6
1,2,1,38,38,2,2,81,2,1,1,5,5,1,7,1,2,2,2,2,1,7,3,2,3,3,3,6,6,4,3,2,2,2,2,1,6,3,5,6,3,2,3,6,3,5,5,2,6,3,2,4,3,3,3,2,2,5,2,3,2,3,3,3,3,6,6
1,10,1,38,40,2,5,84,2,1,1,4,5,1,5,2,2,2,5,6,2,6,6,4,3,5,6,6,5,2,2,6,2,6,3,1,2,4,3,7,3,4,2,1,1,3,3,3,4,3,3,4,3,5,5,3,4,4,2,1,2,5,4,2,3,6,3
2,1,1,38,38,2,4,83,2,1,1,4,3,1,8,3,2,4,3,7,7,4,6,6,5,7,4,6,4,5,2,2,3,4,4,4,4,5,4,6,4,3,4,4,7,4,5,2,7,4,1,6,4,2,2,1,3,5,4,4,4,2,5,4,2,7,7
2,2,1,38,40,1,4,83,2,1,1,4,5,1,4,3,1,7,1,5,6,7,4,7,6,5,6,6,4,1,5,4,3,4,5,5,3,5,4,5,5,5,4,4,2,5,6,6,5,5,4,4,5,4,4,4,4,5,5,5,5,5,2,4,6,6,4
0,10,1,38,50,2,7,64,2,2,1,4,1,1,5,2,2,2,5,7,2,3,1,7,4,7,5,4,1,5,1,7,5,6,6,5,7,6,1,5,7,5,6,1,4,5,5,2,5,1,5,5,3,7,7,5,7,4,5,5,5,7,1,6,7,7,2
0,3,1,35,35,2,9,83,1,1,1,2,3,2,3,2,21,3,4,4,3,3,4,5,3,3,3,4,1,1,2,2,3,2,2,2,2,4,1,7,4,4,5,4,1,1,1,3,3,4,3,4,3,4,3,4,4,4,4,3,5,3,3,2,2,7,7
0,6,1,35,35,1,11,81,1,1,1,2,1,2,2,5,2,2,7,4,2,2,7,1,2,6,3,3,4,2,4,1,2,6,2,3,2,7,6,3,1,2,3,7,4,3,4,4,6,3,1,2,1,3,4,5,4,7,1,3,1,2,7,5,4,6,7
4,0,1,35,35,1,3,80,1,1,1,1,3,1,15,1,1,1,3,7,2,2,7,1,1,7,1,1,7,7,7,1,2,7,1,1,7,3,2,4,4,1,1,7,7,7,1,1,4,1,1,4,7,1,1,1,1,4,1,1,2,1,7,1,1,4,7
7,0,1,35,35,1,4,64,2,1,1,1,5,2,0,4,2,3,6,6,3,6,6,3,3,6,6,7,6,4,6,1,5,5,5,5,5,5,7,2,2,2,2,4,4,7,1,1,6,2,4,5,4,2,2,4,2,4,4,2,3,6,4,1,2,4,6
0,11,1,35,35,2,10,85,2,2,1,3,1,2,1,4,2,1,7,7,4,7,7,7,1,1,7,7,7,1,7,1,4,7,3,2,7,6,2,1,1,7,1,7,1,1,1,7,7,1,7,7,7,7,1,7,7,7,1,1,7,1,7,1,7,7,7
2,0,1,35,35,1,8,58,2,2,2,2,1,2,8,1,2,6,5,5,4,2,7,2,2,5,2,5,6,4,6,5,7,7,7,5,7,7,5,1,4,5,5,7,5,7,3,6,7,5,4,6,6,5,5,4,2,6,3,3,3,5,7,4,6,6,2
