col,p_h,sulphates,volatile_acidity,residual_sugar,citric_acid,alcohol,quality
white,3.21,0.39,0.23,2,0.2,10.2,6
white,3.32,0.53,0.33,2.6,0.36,12.7,6
white,3.31,0.56,0.38,9.2,0.36,9.4,5
white,3.1,0.38,0.15,1.8,0.29,10.2,5
white,3.28,0.6,0.32,5.7,0.34,12,7
white,3.08,0.6,0.22,2.4,0.32,11.3,7
white,3.32,0.53,0.23,1.9,0.32,11.8,7
white,3.45,0.59,0.22,1.4,0.31,10.9,5
white,3.14,0.47,0.48,0.9,0.02,9.8,4
white,3.23,0.49,0.23,4.6,0.3,12.2,8
white,3.23,0.44,0.16,1.4,0.25,11.1,7
white,3.31,0.56,0.38,9.2,0.36,9.4,5
white,3.06,0.47,0.16,1.4,0.32,11.4,6
white,3.1,0.38,0.15,1.8,0.29,10.2,5
white,3.13,0.52,0.32,2.3,0.3,12.8,6
white,3.07,0.67,0.12,2.3,0.36,10.1,7
white,2.93,0.45,0.2,4.4,0.14,9.4,6
white,2.91,0.23,0.34,6.4,0.25,12.2,6
white,3.07,0.65,0.21,2.9,0.31,10.9,7
white,3.06,0.64,0.23,2.8,0.31,10.9,7
white,3.07,0.65,0.21,2.9,0.31,10.9,7
white,2.93,0.45,0.2,4.4,0.14,9.4,6
white,3.14,0.48,0.28,8.2,0.42,9.4,5
white,3.08,0.38,0.25,1,0.37,11.4,5
white,3.17,0.32,0.12,2.9,0.33,12.9,8
white,3.14,0.48,0.28,7,0.41,9.4,5
white,2.91,0.57,0.17,1.8,0.35,12,7
white,3.38,0.56,0.25,1.5,0.28,10.1,6
white,3.14,0.48,0.28,7,0.41,9.4,5
white,3.14,0.48,0.28,8.2,0.42,9.4,5
white,3.17,0.45,0.25,7.6,0.5,9.2,5
white,3.34,0.44,0.24,2.3,0.35,11.8,6
white,3,0.34,0.32,8.7,0.32,12.3,7
white,3.08,0.38,0.25,1,0.37,11.4,5
white,3.17,0.32,0.12,2.9,0.33,12.9,8
white,3.13,0.32,0.24,6.7,0.28,12.3,6
white,3.27,0.36,0.22,5,0.34,13.5,7
white,3.29,0.42,0.32,1.9,0.3,12.8,7
white,3.04,0.54,0.19,2,0.29,12.8,7
white,3.29,0.42,0.32,1.9,0.3,12.8,7
white,2.9,0.38,0.24,8.5,0.29,11,3
white,3.2,0.43,0.35,12.6,0.28,10.6,6
white,3.16,0.44,0.46,5.2,0.27,12.4,7
white,3.22,0.46,0.3,2.1,0.29,12.9,7
white,3.54,0.59,0.19,1.1,0.29,11.1,7
white,3.08,0.64,0.24,1.3,0.28,12.9,7
white,3.1,0.37,0.145,1.1,0.33,11.8,7
white,3.23,0.54,0.435,9.2,0.38,9.1,6
white,3.09,0.49,0.18,1.2,0.37,12.7,7
white,3.16,0.48,0.18,1.1,0.37,12,6
white,3.24,0.47,0.32,8.3,0.32,11.2,6
white,3.19,0.75,0.16,1.8,0.35,12.4,7
white,3.5,0.49,0.21,1.4,0.28,10.4,5
white,3.06,0.54,0.29,15.7,0.36,10.4,5
white,3.29,0.5,0.26,4.35,0.33,12.7,6
white,3.48,0.52,0.26,1.8,0.3,12.5,7
white,3.14,0.5,0.17,1.6,0.31,12,6
white,3.16,0.51,0.17,2,0.3,11.6,6
white,3.12,0.38,0.25,5,0.28,12.6,7
white,3.15,0.42,0.17,1.8,0.28,10.2,5
white,3.43,0.68,0.17,1.3,0.36,10.4,7
white,3.3,0.42,0.24,1,0.29,11.5,5
white,3.02,0.5,0.21,1.4,0.34,11,6
white,3.11,0.52,0.23,8.1,0.33,10.1,6
white,3.08,0.52,0.23,8.6,0.32,10.5,6
white,3.23,0.41,0.22,3.7,0.28,12.1,7
white,3.18,0.55,0.165,5.7,0.22,9.9,6
white,3.05,0.41,0.425,2.35,0.25,11.4,6
white,3,0.6,0.38,13.65,0.29,9.5,6
white,3,0.6,0.38,13.65,0.29,9.5,6
white,3,0.6,0.38,13.65,0.29,9.5,6
white,3.17,0.39,0.27,15.2,0.28,10.9,6
white,3.08,0.47,0.17,4.6,0.27,9.5,6
white,3.32,0.54,0.3,1.2,0.31,12.6,6
white,3.08,0.47,0.17,4.6,0.27,9.5,6
white,3.18,0.42,0.26,6.65,0.32,11.1,5
white,3,0.6,0.36,13.55,0.28,9.5,7
white,3,0.6,0.38,13.65,0.29,9.5,6
white,3.13,0.51,0.18,9.8,0.24,10.6,6
white,3.12,0.5,0.18,10.3,0.24,10.6,6
white,3.15,0.52,0.16,6.7,0.21,10.8,6
white,3.17,0.39,0.27,15.2,0.28,10.9,6
white,3.34,0.5,0.17,9.9,0.27,9.9,6
white,3.08,0.59,0.22,7.2,0.28,11.3,6
white,3.22,0.38,0.22,1.1,0.28,12.6,6
white,2.96,0.39,0.36,8.3,0.28,12.5,6
white,3.02,0.38,0.43,11.25,0.28,12.4,6
white,3.31,0.57,0.2,12.8,0.28,11.8,7
white,3.18,0.53,0.32,9.65,0.23,12.2,6
white,3.19,0.37,0.2,12.6,0.28,10.7,6
white,3.17,0.42,0.22,12.2,0.33,11.3,7
white,2.96,0.39,0.36,8.3,0.28,12.5,6
white,3.02,0.38,0.43,11.25,0.28,12.4,6
white,3.05,0.53,0.18,1.3,0.49,11.3,7
white,3.34,0.5,0.17,9.9,0.27,9.9,6
white,3.08,0.59,0.22,7.2,0.28,11.3,6
white,3.22,0.38,0.22,1.1,0.28,12.6,6
white,3.14,0.38,0.2,1.1,0.26,11.5,6
white,2.98,0.49,0.2,4.8,0.26,12.3,7
white,2.97,0.42,0.3,1.1,0.21,12.2,6
white,3.08,0.43,0.29,1.4,0.25,13.2,6
white,3.13,0.45,0.18,1.7,0.28,10.2,6
white,3.05,0.55,0.22,10.6,0.28,11.5,7
white,3.08,0.43,0.29,1.4,0.25,13.2,6
white,2.97,0.42,0.3,1.1,0.21,12.2,6
white,3.47,0.5,0.15,5.55,0.26,11,6
white,2.98,0.43,0.28,2.1,0.24,13.2,7
white,3.32,0.44,0.19,1.7,0.21,9.5,5
white,3.25,0.53,0.22,9,0.26,10.2,6
white,3.13,0.45,0.18,1.7,0.28,10.2,6
white,3,0.55,0.4,1.8,0.25,11.4,6
white,3.16,0.42,0.28,4.7,0.27,12.5,8
white,3.01,0.43,0.36,11.3,0.49,9.2,5
white,3.28,0.48,0.28,3.6,0.34,12.1,7
white,3.1,0.44,0.19,6.9,0.35,10.7,7
white,3.28,0.48,0.28,3.6,0.34,12.1,7
white,3.38,0.55,0.22,4.9,0.32,11.2,6
white,3.25,0.56,0.23,6.95,0.3,10.6,6
white,3.06,0.45,0.32,1.9,0.31,11.8,6
white,3.16,0.42,0.28,4.7,0.27,12.5,8
white,3.01,0.43,0.36,11.3,0.49,9.2,5
white,2.95,0.54,0.39,1.8,0.35,12.6,6
white,3.13,0.55,0.24,11.3,0.3,12.8,7
white,3,0.37,0.29,8.2,0.3,12.3,6
white,2.99,0.38,0.28,8.3,0.3,12.3,8
white,2.98,0.37,0.38,9.55,0.26,12.4,6
white,2.93,0.42,0.28,8.4,0.3,12.3,6
white,3.2,0.53,0.25,7.8,0.45,9.1,5
white,3.2,0.54,0.26,7.8,0.46,9.1,5
white,3.1,0.47,0.29,10.2,0.28,10.6,6
white,3.19,0.47,0.19,5.5,0.29,10.3,6
white,3.39,0.65,0.33,7.8,0.32,9.5,5
white,3.25,0.49,0.32,7.4,0.33,11.1,6
white,3.12,0.51,0.46,3.3,0.18,10.8,6
white,2.94,0.47,0.19,5,0.3,11.2,5
white,3.12,0.51,0.46,3.3,0.18,10.8,6
white,2.87,0.49,0.27,5,0.25,11.4,5
white,3.21,0.52,0.18,1.3,0.28,11.2,6
white,3.19,0.5,0.15,1.2,0.32,10.2,6
white,3.25,0.49,0.32,7.4,0.33,11.1,6
white,3.39,0.65,0.33,7.8,0.32,9.5,5
white,3.12,0.49,0.32,9.9,0.3,10.2,6
white,3.37,0.43,0.23,0.7,0.35,11,3
white,3.15,0.45,0.3,4.6,0.35,11.5,7
white,3.05,0.57,0.14,5.6,0.17,9.8,6
white,3.11,0.51,0.24,9.5,0.29,10.1,6
white,2.95,0.75,0.21,14.8,0.48,8.8,6
white,3.15,0.45,0.3,4.6,0.35,11.5,7
white,3.39,0.43,0.3,2.1,0.3,12.7,7
white,3.1,0.51,0.37,11.6,0.4,9.8,6
white,3.16,0.6,0.64,1.2,0.3,12.9,4
white,3.1,0.51,0.37,11.6,0.4,9.8,6
white,3.39,0.43,0.3,2.1,0.3,12.7,7
white,3.01,0.44,0.28,20.15,0.49,8.5,5
white,3.24,0.56,0.29,4.7,0.28,12.7,8
white,2.98,0.64,0.28,4.3,0.28,13.1,8
white,3.35,0.78,0.18,14.5,0.39,9.1,5
white,3.36,0.71,0.32,4.9,0.27,12.5,6
white,3.34,0.78,0.17,14.55,0.4,9.1,6
white,3.34,0.78,0.17,14.55,0.4,9.1,6
white,3.33,0.5,0.24,10.05,0.26,11.2,6
white,3.36,0.71,0.32,4.9,0.27,12.5,6
white,3.35,0.78,0.18,14.5,0.39,9.1,5
white,3.34,0.78,0.17,14.55,0.4,9.1,6
white,3.34,0.77,0.18,15.25,0.39,9.1,6
white,3.24,0.35,0.29,3.15,0.29,11.5,5
white,3.05,0.59,0.255,1.3,0.27,12.9,7
white,2.95,0.39,0.34,5.2,0.29,12.5,6
white,3.25,0.33,0.24,1.1,0.28,12.3,6
white,3.1,0.85,0.24,7.1,0.23,11.4,6
white,3.22,0.45,0.4,8.8,0.22,9.4,5
white,3.11,0.53,0.3,18.5,0.44,9.1,5
white,3.22,0.45,0.4,8.8,0.22,9.4,5
white,3.16,0.66,0.17,1.4,0.32,12,5
white,3.18,0.53,0.25,1.2,0.28,11.1,5
white,3.1,0.33,0.27,5,0.27,11.8,7
white,3.24,0.32,0.16,1.6,0.22,11.4,6
white,3.11,0.53,0.3,18.75,0.44,9.1,5
white,3.19,0.71,0.15,6,0.32,12.1,8
white,3.15,0.44,0.34,9.4,0.3,10.4,6
white,3.12,0.36,0.17,9.7,0.29,9.2,6
white,3.29,0.46,0.47,4.75,0.29,13,7
white,3.19,0.71,0.15,6,0.32,12.1,8
white,2.93,0.43,0.21,5.35,0.29,11.5,7
white,2.93,0.43,0.21,5.35,0.29,11.5,7
white,3.23,0.7,0.24,6.8,0.48,10,5
white,3.25,0.49,0.34,6.9,0.3,11.1,6
white,3.26,0.35,0.54,1.4,0,12.4,5
white,2.9,0.38,0.23,0.9,0.24,12.2,6
white,3.06,0.52,0.39,1.2,0.13,10.6,5
white,3.41,0.41,0.105,1.3,0.31,11.1,7
white,3.36,0.78,0.32,2.6,0.2,13.9,7
white,2.99,0.3,0.22,12,0.28,9.2,6
white,2.98,0.56,0.19,9.85,0.4,10.5,6
white,3.04,0.59,0.24,3.85,0.3,11.3,8
white,3.24,0.45,0.17,2,0.34,12.9,6
white,3.26,0.39,0.3,1.6,0.31,12.9,7
white,3.12,0.51,0.29,7.8,0.41,9.6,5
white,3.25,0.45,0.19,1.9,0.34,12.9,6
white,3.24,0.45,0.17,2,0.34,12.9,6
white,3.04,0.45,0.24,10.3,0.27,8.8,5
white,3.23,0.34,0.16,1.1,0.36,13.2,8
white,2.99,0.3,0.22,12,0.28,9.2,6
white,3.04,0.59,0.24,3.85,0.3,11.3,8
white,2.98,0.56,0.19,9.85,0.4,10.5,6
white,3.3,0.59,0.16,2,0.36,10.5,6
white,3.2,0.6,0.3,4,0.27,12.6,8
white,3.05,0.5,0.22,1.1,0.19,9.5,6
white,3.31,0.56,0.36,10.4,0.45,9.8,6
white,3.04,0.26,0.37,6.1,0.24,13.4,8
white,3.05,0.44,0.31,1.8,0.24,11.8,7
white,3.31,0.56,0.36,10.4,0.45,9.8,6
white,3.22,0.57,0.32,4.7,0.28,13.1,7
white,3.2,0.6,0.3,4,0.27,12.6,8
white,3.26,0.45,0.22,1.1,0.3,10.4,5
white,3.22,0.27,0.45,6.4,0.27,13.4,8
white,3.06,0.27,0.36,8.15,0.26,13,7
white,3.04,0.26,0.37,6.1,0.24,13.4,8
white,3.11,0.52,0.21,4.8,0.32,10.2,7
white,3.07,0.39,0.28,1.2,0.33,11.7,6
white,3.05,0.5,0.22,1.1,0.19,9.5,6
white,3.03,0.46,0.2,1.4,0.2,11.7,6
white,3.04,0.47,0.28,7.4,0.31,11.4,8
white,3.05,0.44,0.31,1.8,0.24,11.8,7
white,3.09,0.32,0.2,1,0.44,11.2,6
white,3.19,0.44,0.28,15.5,0.27,13,7
white,3.19,0.44,0.28,15.5,0.27,13,7
white,3.34,0.52,0.24,8.4,0.36,10.9,6
white,3.14,0.37,0.22,2.4,0.28,11.6,7
white,3.3,0.54,0.24,3.95,0.28,11.3,7
white,3.29,0.5,0.43,19.95,1,12,6
white,3.38,0.53,0.3,2,0.36,10.5,6
white,3.31,0.4,0.33,3,0.3,13.1,7
white,3.19,0.44,0.28,15.5,0.27,13,7
white,3.34,0.52,0.24,8.4,0.36,10.9,6
white,3.14,0.57,0.29,14.3,0.45,9.1,5
white,3.18,0.48,0.33,4.2,0.31,13.4,7
white,3.33,0.64,0.16,1.4,0.34,11.5,7
white,3.38,0.68,0.2,3,0.32,11.2,7
white,3.36,0.57,0.33,4.9,0.28,10.9,6
white,3.19,0.44,0.36,2.4,0.28,13.5,7
white,3.14,0.57,0.29,14.3,0.45,9.1,5
white,3.17,0.55,0.26,10.7,0.25,9.9,6
white,2.98,0.56,0.22,11,0.24,10.5,6
white,3.18,0.51,0.19,1.4,0.28,11.7,7
white,3.49,0.68,0.21,1.2,0.31,11,6
white,2.99,0.43,0.35,12.9,0.28,13,6
white,2.93,0.41,0.38,10.8,0.23,13.6,6
white,3.08,0.62,0.19,1.3,0.33,12.3,7
white,3.25,0.53,0.33,2,0.34,13.3,7
white,3.08,0.42,0.29,1.8,0.29,13.7,7
white,3.19,0.52,0.2,1.2,0.41,11.1,5
white,3.23,0.43,0.33,7.5,0.62,13.4,7
white,3.05,0.3,0.23,9.7,0.15,9.1,5
white,3.31,0.5,0.23,3.8,0.24,11.3,7
white,3.2,0.46,0.32,7.2,0.41,9.4,5
white,3.05,0.3,0.23,9.7,0.15,9.1,5
white,3.37,0.4,0.36,6.3,0.27,11.6,6
white,3.37,0.4,0.36,6.3,0.27,11.6,6
white,3.01,0.35,0.27,0.8,0.28,12.4,6
white,3.11,0.32,0.23,8.6,0.29,9.8,6
white,3.09,0.25,0.75,6.3,0.13,11.1,4
white,3.26,0.38,0.35,3.1,0.27,13.1,7
white,3.14,0.53,0.31,7.2,0.35,9.7,5
white,3.15,0.48,0.28,7.1,0.44,9.2,5
white,3.1,0.78,0.23,6.4,0.46,11.7,6
white,3.14,0.37,0.22,14.7,0.3,10.6,6
white,3.14,0.53,0.31,7.2,0.35,9.7,5
white,3.15,0.48,0.28,7.1,0.44,9.2,5
white,3.1,0.39,0.24,1.9,0.28,10.9,6
white,3.23,0.51,0.27,1.2,0.47,10.1,5
white,3.17,0.44,0.28,4.8,0.25,12.2,7
white,3.03,0.33,0.27,1.2,0.31,12.7,6
white,2.98,0.37,0.28,3.4,0.25,13,6
white,3.16,0.33,0.26,4.3,0.27,11.2,6
white,3.2,0.48,0.23,8.5,0.37,9.4,6
white,3.41,0.53,0.33,1.8,0.2,11,6
white,3.41,0.53,0.33,1.8,0.2,11,6
white,3.1,0.48,0.2,19.5,0.29,9.2,6
white,3.2,0.48,0.23,8.5,0.37,9.4,6
white,3.1,0.48,0.2,19.9,0.29,9.2,6
white,3.22,0.45,0.47,8.3,0.19,12.3,6
white,3.41,0.53,0.33,1.8,0.2,11,6
white,3.04,0.67,0.14,1.1,0.32,10,6
white,3.24,0.48,0.22,16.65,0.22,9,6
white,3.24,0.48,0.22,16.65,0.22,9,6
white,3.24,0.48,0.22,16.65,0.22,9,6
white,2.92,0.36,0.2,0.9,0.28,11.1,6
white,3.06,0.6,0.14,6.1,0.15,9.9,6
white,3.66,0.48,0.21,10.2,0.21,12.2,7
white,2.92,0.36,0.2,0.9,0.28,11.1,6
white,3.24,0.48,0.22,16.65,0.22,9,6
white,3.01,0.36,0.34,3.85,0.24,11.8,4
white,3.11,0.62,0.64,4.4,0.28,12.9,6
white,2.86,0.35,0.48,4.5,0.12,9,5
white,3.01,0.33,0.37,3.2,0.34,12.4,6
white,2.86,0.35,0.48,4.5,0.12,9,5
white,3.11,0.62,0.64,4.4,0.28,12.9,6
white,2.99,0.36,0.25,9.7,0.27,11.2,6
white,3,0.41,0.38,4.2,0.28,12.6,6
white,3.12,0.39,0.26,4.2,0.27,11.5,6
white,3.07,0.72,0.15,1.1,0.34,11.3,7
white,2.99,0.36,0.25,9.7,0.27,11.2,6
white,3.12,0.39,0.26,4.2,0.27,11.5,6
white,3.32,0.51,0.655,5.6,0,10.5,4
white,3,0.41,0.38,4.2,0.28,12.6,6
white,3.15,0.48,0.31,1.6,0.4,11.9,6
white,3.18,0.52,0.17,1.6,0.21,10.1,6
white,3.15,0.45,0.18,1.1,0.28,11,7
white,3.14,0.56,0.28,14.6,0.36,10.6,5
white,3.04,0.59,0.23,2.6,0.27,11.3,7
white,3.1,0.37,0.22,1.2,0.22,11.2,4
white,2.94,0.37,0.25,7.25,0.28,11.5,7
white,2.92,0.35,0.3,6.55,0.21,11.1,5
white,3.14,0.49,0.26,7,0.24,12.8,7
white,3.3,0.46,0.32,1.5,0.32,12.3,6
white,3.26,0.53,0.24,1.4,0.3,10.4,6
white,2.94,0.37,0.25,7.25,0.28,11.5,7
white,3.16,0.37,0.24,1,0.35,11.7,7
white,3.35,0.44,0.28,4.2,0.28,10.7,7
white,2.85,0.5,0.19,17.5,0.71,9.5,6
white,2.85,0.5,0.19,17.5,0.71,9.5,6
white,2.85,0.5,0.19,17.5,0.71,9.5,6
white,3.18,0.68,0.19,1.5,0.35,12,7
white,3.31,0.45,0.28,1.3,0.36,10.8,5
white,3.35,0.44,0.28,3.9,0.27,10.7,7
white,3.35,0.44,0.28,4.2,0.28,10.7,7
white,3.12,0.44,0.19,7.6,0.32,10.7,7
white,3.12,0.4,0.16,1,0.29,12.1,7
white,3,0.52,0.17,1.1,0.28,11.9,7
white,3.18,0.37,0.19,11.8,0.28,10.8,6
white,3.59,0.56,0.2,1.4,0.24,12.3,7
white,3.3,0.57,0.39,9.7,0.38,9.4,6
white,3.2,0.35,0.12,12.9,0.3,9.9,6
white,3.35,0.61,0.295,1.6,0.24,10.4,7
white,3.35,0.6,0.26,7.2,0.24,10.4,6
white,3.15,0.6,0.32,7.1,0.27,12.6,7
white,2.93,0.36,0.36,1.9,0.23,12.5,6
white,3.04,0.47,0.35,8.8,0.48,9.4,5
white,3.11,0.6,0.38,7.2,0.24,9.2,5
white,3.27,0.54,0.14,1.4,0.18,11.2,6
white,2.91,0.46,0.16,14.3,0.25,9.2,6
white,2.91,0.46,0.16,14.3,0.25,9.2,6
white,3.04,0.47,0.35,8.8,0.48,9.4,5
white,3.27,0.54,0.14,1.4,0.18,11.2,6
white,3.27,0.55,0.16,1.8,0.18,10.8,6
white,2.91,0.46,0.16,14.3,0.25,9.2,6
white,3.11,0.6,0.38,7.2,0.24,9.2,5
white,2.96,0.36,0.24,1.2,0.3,12.5,6
white,3,0.54,0.32,11.8,0.61,9.3,5
white,3.21,0.5,0.29,0.9,0.33,11.4,5
white,3.04,0.56,0.27,12.6,0.24,10,7
white,3.06,0.42,0.45,26.05,0.28,10.6,6
white,3.07,0.75,0.2,4.7,0.26,10.7,7
white,3.04,0.56,0.27,12.6,0.24,10,7
white,2.96,0.36,0.24,1.2,0.3,12.5,6
white,3.06,0.42,0.45,26.05,0.28,10.6,6
white,3.19,0.27,0.36,6.1,0.28,12.8,7
white,3,0.54,0.32,11.8,0.61,9.3,5
white,3.21,0.5,0.29,0.9,0.33,11.4,5
white,3.24,0.43,0.37,5.6,0.2,9.5,5
white,3.24,0.43,0.38,5.3,0.2,9.5,6
white,3.24,0.43,0.36,5.7,0.2,9.5,6
white,3.06,0.38,0.3,8,0.25,10.8,6
white,3.06,0.38,0.3,8,0.25,10.8,6
white,3.2,0.47,0.21,17.6,0.51,8.8,6
white,3.06,0.38,0.3,8,0.25,10.8,6
white,3.08,0.38,0.31,8.8,0.27,11,7
white,3.29,0.38,0.58,1.5,0,12.4,6
white,3.25,0.75,0.26,1.4,0.39,11.3,7
white,3.12,0.49,0.3,4.8,0.34,11.2,7
white,3.24,0.66,0.29,2.4,0.32,12.5,7
white,3.12,0.44,0.13,3.7,0.32,10,6
white,3.12,0.56,0.19,4.9,0.33,11,6
white,3.16,0.88,0.25,5.7,0.4,10.5,6
white,3.16,0.88,0.25,5.7,0.4,10.5,6
white,3.12,0.56,0.19,4.9,0.33,11,6
white,3.12,0.54,0.24,2,0.23,11.4,7
white,3.16,0.44,0.18,5.1,0.28,11.3,6
white,2.97,0.52,0.33,4.5,0.22,12.2,7
white,2.9,0.66,0.29,3.2,0.24,12.6,7
white,2.9,0.37,0.31,6.65,0.25,11.1,5
white,3.26,0.47,0.29,1.6,0.37,12.3,6
white,2.92,0.59,0.19,4,0.6,10.4,4
white,3.13,0.48,0.32,17.75,0.17,8.8,6
white,3.27,0.61,0.085,1.4,0.33,9.5,6
white,3.13,0.48,0.32,17.75,0.17,8.8,6
white,3.42,0.44,0.18,7.2,0.32,10.4,6
white,3.11,0.27,0.52,5.7,0.26,13,7
white,3.16,0.46,0.28,8.5,0.28,12.2,7
white,3.03,0.34,0.15,11.4,0.47,10.5,8
white,3.33,0.42,0.275,5.4,0.3,10.8,7
white,3.2,0.53,0.53,2.7,0.16,13.2,8
white,3.16,0.57,0.32,4.3,0.28,13,8
white,3.5,0.47,0.22,1.2,0.39,10,6
white,3.42,0.48,0.6,1.8,0.12,10.4,4
white,3.16,0.54,0.26,1.3,0.31,12.4,6
white,3.27,0.34,0.29,5.7,0.54,12.9,8
white,3.2,0.53,0.53,2.7,0.16,13.2,8
white,3.02,0.56,0.21,11.7,0.26,10.5,7
white,3.16,0.57,0.32,4.3,0.28,13,8
white,3.07,0.36,0.27,11,0.26,11.2,5
white,3.41,0.55,0.37,1.6,0.32,12.7,7
white,3.14,0.52,0.21,11.6,0.18,9.4,6
white,3.03,0.32,0.3,6.2,0.29,12.9,7
white,2.96,0.35,0.41,1.8,0.29,13,8
white,3.31,0.4,0.3,1.2,0.3,13.6,7
white,3.32,0.55,0.34,1,0.2,9.1,5
white,3.25,0.43,0.25,2.4,0.19,10.4,6
white,3.31,0.4,0.3,1.2,0.3,13.6,7
white,3.28,0.44,0.58,8.2,0.58,12.2,6
white,3.1,0.51,0.23,18.8,0.25,8.7,5
white,3.04,0.37,0.2,9.6,0.27,10.5,7
white,3.24,0.78,0.15,12.9,0.41,10.2,6
white,3.06,0.34,0.22,9.2,0.26,12.5,8
white,3.11,0.75,0.16,1.2,0.44,11.3,7
white,3.24,0.78,0.15,12.9,0.41,10.2,6
white,3.13,0.63,0.31,8,0.3,12.6,7
white,3.24,0.78,0.15,12.9,0.41,10.2,6
white,3.09,0.5,0.3,1.6,0.37,9.8,5
white,3.15,0.34,0.16,12,0.27,10.8,5
white,3.32,0.56,0.21,2.5,0.35,12.5,6
white,3.06,0.34,0.22,9.2,0.26,12.5,8
white,3.3,0.31,0.21,4.4,0.24,11.5,7
white,2.98,0.41,0.22,8.8,0.26,11.4,6
white,3.04,0.37,0.2,9.6,0.27,10.5,7
white,3.13,0.63,0.31,8,0.3,12.6,7
white,3.1,0.51,0.23,18.8,0.25,8.7,5
white,3.17,0.68,0.15,1.3,0.4,11,6
white,3.11,0.75,0.16,1.2,0.44,11.3,7
white,3.24,0.78,0.15,12.9,0.41,10.2,6
white,3.06,0.74,0.22,1.2,0.34,11.6,6
white,3.09,0.5,0.3,1.6,0.37,9.8,5
white,3.1,0.52,0.3,1.5,0.27,10.1,5
white,3.06,0.5,0.26,18.15,0.22,9.2,5
white,3.05,0.53,0.24,13.1,0.31,9.1,6
white,3.05,0.53,0.24,13.1,0.31,9.1,6
white,3.05,0.53,0.24,13.1,0.31,9.1,6
white,3.05,0.53,0.24,13.1,0.31,9.1,6
white,2.96,0.5,0.15,1,0.34,11.7,6
white,3.23,0.44,0.34,1.6,0.43,12.6,6
white,2.86,0.47,0.35,11.8,0.46,9,5
white,3.12,0.44,0.31,1.4,0.09,10.1,5
white,3.3,0.34,0.67,1,0.09,13.6,5
white,3.05,0.53,0.24,13.1,0.31,9.1,6
white,3.09,0.54,0.2,10.6,0.18,9.2,5
white,3.12,0.51,0.28,10.4,0.23,8.8,5
white,2.83,0.36,0.18,1.1,0.3,10,4
white,3.47,0.48,0.35,7.4,0.38,9.1,6
white,3.04,0.35,0.22,1.2,0.26,11.2,5
white,3.11,0.52,0.18,3.4,0.24,9.2,6
white,3.06,0.5,0.26,18.15,0.22,9.2,5
white,3.18,0.48,0.3,8,0.45,9.5,5
white,3.35,0.6,0.34,2.5,0.27,11.9,7
white,3.11,0.62,0.3,2,0.23,9.8,5
white,3.11,0.62,0.31,2,0.23,9.8,5
white,3.36,0.44,0.265,6.9,0.28,10.8,7
white,3.37,0.66,0.255,1.2,0.33,11.3,6
white,3.17,0.34,0.26,9.4,0.28,12.1,6
white,3.38,0.34,0.17,2.9,0.28,11.3,7
white,3.36,0.44,0.265,6.9,0.28,10.8,7
white,3.36,0.41,0.2,5.4,0.33,13.5,7
white,3.28,0.45,0.28,1.3,0.41,10.3,5
white,3.11,0.53,0.22,20.8,0.2,9,6
white,3.08,0.35,0.34,10.3,0.26,11.6,6
white,3.28,0.45,0.28,1.3,0.41,10.3,5
white,3.21,0.68,0.19,1.6,0.34,12.5,6
white,3.39,0.45,0.21,13.1,0.29,8.6,5
white,3.19,0.33,0.22,1.8,0.46,13.4,6
white,3.22,0.79,0.32,8,0.48,12.7,4
white,2.97,0.51,0.21,1.6,0.72,9.2,5
white,3.32,0.35,0.26,1.4,0.18,10.2,6
white,2.96,0.39,0.15,14.7,0.28,9,7
white,2.96,0.39,0.15,14.7,0.28,9,7
white,2.96,0.39,0.15,14.7,0.28,9,7
white,2.96,0.39,0.15,14.7,0.28,9,7
white,2.96,0.39,0.15,14.7,0.28,9,7
white,2.96,0.39,0.15,14.7,0.28,9,7
white,2.96,0.39,0.15,14.7,0.28,9,7
white,3.02,0.4,0.27,1.8,0.28,11.9,5
white,2.89,0.42,0.22,10.6,0.3,9,6
white,3.3,0.51,0.24,12.5,0.25,9,5
white,3.43,0.59,0.28,6.8,0.29,11,6
white,2.96,0.39,0.15,14.7,0.28,9,7
white,3.28,0.5,0.17,2.9,0.23,10,5
white,3.29,0.46,0.26,1.4,0.34,10.7,5
white,3.29,0.46,0.27,1.4,0.33,10.7,5
white,3.39,0.77,0.46,2.1,0.15,13.4,8
white,2.99,0.39,0.19,7.4,0.32,11,6
white,3.28,0.5,0.17,2.9,0.23,10,5
white,3.29,0.46,0.26,1.4,0.34,10.7,5
white,3.29,0.46,0.27,1.4,0.33,10.7,5
white,2.99,0.39,0.19,7.4,0.32,11,6
white,2.99,0.39,0.2,5,0.32,11,6
white,3.16,0.37,0.17,2.5,0.28,11.1,7
white,2.79,0.52,0.2,6.1,0.35,10.9,5
white,3.03,0.37,0.39,2.7,0.24,11.5,5
white,3.39,0.77,0.46,2.1,0.15,13.4,8
white,3.08,0.49,0.4,12.9,0.17,9.4,5
white,3.08,0.49,0.4,12.9,0.17,9.4,5
white,3.08,0.49,0.4,12.9,0.17,9.4,5
white,3.17,0.38,0.24,13.7,0.29,10.6,6
white,3.08,0.49,0.4,12.9,0.17,9.4,5
white,3.03,0.65,0.27,2.4,0.31,12,4
white,3.14,0.42,0.27,9.8,0.28,10.2,6
white,3.17,0.38,0.24,13.7,0.29,10.6,6
white,3.26,0.37,0.61,1.3,0.12,13.5,5
